theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-10-06,11.7200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-10-06,5.3800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-10-06,4.2100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-10-06,4.6100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-09-29,3.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-09-29,4.9000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-09-29,10.9600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-09-29,3.1500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-09-29,2.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-09-29,3.6800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-09-22,2.7300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-09-22,3.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-09-22,7.1900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-09-22,1.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-09-22,0.9100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-09-22,1.4100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-09-15,0.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-09-15,2.4700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-09-15,2.8100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-09-15,1.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-09-15,1.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-09-15,0.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-09-08,0.4200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-09-08,3.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-09-08,1.6100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-09-08,1.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-09-08,1.0900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-09-08,0.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-09-01,0.9400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-09-01,2.2600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-09-01,1.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-09-01,1.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-09-01,0.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-09-01,0.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-08-25,2.0900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-08-25,2.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-08-25,1.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-08-25,2.5300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-08-25,1.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-08-25,1.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-08-18,0.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-08-18,0.7500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-08-18,1.1900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-08-18,1.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-08-18,1.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-08-18,1.1100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-08-11,0.4700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-08-11,1.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-08-11,1.2800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-08-11,0.3000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-08-11,0.3500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-08-11,0.5000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-08-04,0.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-08-04,1.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-08-04,1.6400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-08-04,0.8400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-08-04,0.8800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-08-04,1.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-07-28,0.7500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-07-28,0.5900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-07-28,0.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-07-28,0.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-07-28,0.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-07-28,0.9800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-07-21,0.4600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-07-21,1.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-07-21,1.8300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-07-21,0.4100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-07-21,0.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-07-21,0.6900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-07-14,0.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-07-14,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-07-14,1.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-07-14,0.6600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-07-14,1.0500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-07-14,0.1500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-07-07,0.9000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-07-07,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-07-07,0.8100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-07-07,1.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-07-07,0.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-07-07,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-06-30,0.9300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-06-30,0.5200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-06-30,0.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-06-30,0.7300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-06-30,0.4900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-06-30,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-06-23,0.4600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-06-23,0.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-06-23,0.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-06-23,1.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-06-23,1.2800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-06-23,0.7800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-06-16,0.7800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-06-16,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-06-16,0.8600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-06-16,1.0100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-06-16,0.8600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-06-16,0.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-06-09,0.9600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-06-09,1.2400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-06-09,1.5000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-06-09,0.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-06-09,0.3200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-06-09,0.2800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-06-02,0.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-06-02,1.3700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-06-02,1.6200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-06-02,0.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-06-02,0.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-06-02,0.8100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-05-26,0.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-05-26,0.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-05-26,1.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-05-26,0.9600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-05-26,0.7600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-05-26,1.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-05-19,0.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-05-19,1.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-05-19,1.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-05-19,1.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-05-19,1.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-05-19,1.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-05-12,0.3700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-05-12,0.3900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-05-12,1.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-05-12,1.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-05-12,1.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-05-12,2.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-05-05,0.9100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-05-05,1.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-05-05,3.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-05-05,1.6900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-05-05,1.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-05-05,1.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-04-28,1.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-04-28,2.5900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-04-28,3.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-04-28,0.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-04-28,1.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-04-28,1.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-04-21,1.9100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-04-21,2.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-04-21,5.1700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-04-21,1.6300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-04-21,1.6300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-04-21,1.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-04-14,2.6900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-04-14,3.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-04-14,5.8200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-04-14,2.2800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-04-14,2.7700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-04-14,2.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-04-07,3.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-04-07,5.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-04-07,9.2400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-04-07,2.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-04-07,2.8400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-04-07,2.3000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-03-31,4.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-03-31,6.9800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-03-31,10.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-03-31,4.5800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-03-31,3.4200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-03-31,2.8000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-03-24,6.0200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-03-24,12.5000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-03-24,14.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-03-24,4.3200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-03-24,3.3000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-03-24,4.2800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-03-17,5.9300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-03-17,10.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-03-17,13.9000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-03-17,4.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-03-17,4.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-03-17,4.7900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-03-10,9.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-03-10,12.7700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-03-10,14.2300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-03-10,5.5200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-03-10,4.2300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-03-10,4.2900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-03-03,7.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-03-03,13.9900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-03-03,16.6800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-03-03,4.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-03-03,2.7800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2025,2025-03-03,4.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2025,2025-02-24,8.9200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2025,2025-02-24,15.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2025,2025-02-24,19.7700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2025,2025-02-24,6.9600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2025,2025-02-24,5.9700,False
