y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,agegroup,Year,Week,date,Season,time_rel
-0.22080662159115017,-0.3793005152051362,-0.0891708292225637,-0.7038709607344943,0.1740126039080171,0.13433333333333333,19,Influenza A/H3,1-4,2023,19,2023-05-14,2022 to 2023,18
-0.14183521707049818,-0.2818858718978032,0.00771456059435327,-0.6011448147603639,0.28863323363159327,0.261,20,Influenza A/H3,1-4,2023,20,2023-05-21,2022 to 2023,19
-0.05301010279528362,-0.19620772730634817,0.09905896830182156,-0.5092876212094424,0.4241479829342949,0.4033333333333333,21,Influenza A/H3,1-4,2023,21,2023-05-28,2022 to 2023,20
0.03182219453759716,-0.10623774041541728,0.18315186181874,-0.39233771002419016,0.5212376350090169,0.5583333333333333,22,Influenza A/H3,1-4,2023,22,2023-06-04,2022 to 2023,21
0.11397759524712481,-0.030555985649938222,0.2708371441317549,-0.29865613566425725,0.6231946109853113,0.6926666666666667,23,Influenza A/H3,1-4,2023,23,2023-06-11,2022 to 2023,22
0.18257145016578247,0.03630934750257534,0.3484534402452423,-0.24670737481997643,0.7475140790343037,0.796,24,Influenza A/H3,1-4,2023,24,2023-06-18,2022 to 2023,23
0.23905834275566784,0.09037011058187452,0.39583695917304507,-0.1774066048456056,0.8127853789314268,0.8546666666666667,25,Influenza A/H3,1-4,2023,25,2023-06-25,2022 to 2023,24
0.2730235957372901,0.12627104621603052,0.43339735611161256,-0.1476443742840898,0.827691237137795,0.8966666666666666,26,Influenza A/H3,1-4,2023,26,2023-07-02,2022 to 2023,25
0.28522360109711237,0.1342240960232578,0.45298396025664245,-0.15369032487650602,0.8344301473626914,0.8983333333333333,27,Influenza A/H3,1-4,2023,27,2023-07-09,2023 to 2024,0
0.2647687341674514,0.12256379542245288,0.41906058611063596,-0.15860662610471576,0.7835783322449446,0.8963333333333333,28,Influenza A/H3,1-4,2023,28,2023-07-16,2023 to 2024,1
0.22496402960466605,0.08096699317098455,0.3719626241195898,-0.18436140995806843,0.737070709157573,0.857,29,Influenza A/H3,1-4,2023,29,2023-07-23,2023 to 2024,2
0.18433208898684994,0.03546660665536516,0.3351011116847565,-0.25362357807520003,0.6561973527045717,0.7956666666666666,30,Influenza A/H3,1-4,2023,30,2023-07-30,2023 to 2024,3
0.15079190811094412,0.011198139727865541,0.28685266508005886,-0.2633368703810564,0.5697234177493183,0.7673333333333333,31,Influenza A/H3,1-4,2023,31,2023-08-06,2023 to 2024,4
0.12939595404773435,0.0022757907878335625,0.25914486152675315,-0.2637038260982552,0.523465985313409,0.7543333333333333,32,Influenza A/H3,1-4,2023,32,2023-08-13,2023 to 2024,5
0.13532946184520636,8.86862607003526e-4,0.2683120481672476,-0.268680776599157,0.5413610276533042,0.7523333333333333,33,Influenza A/H3,1-4,2023,33,2023-08-20,2023 to 2024,6
0.17007374712585227,0.0474751350103459,0.28947839630632366,-0.1909937328751001,0.5450510220745822,0.8253333333333334,34,Influenza A/H3,1-4,2023,34,2023-08-27,2023 to 2024,7
0.2249911439302939,0.11206650889186912,0.34102813210442073,-0.10097855667984718,0.5884194056742014,0.9056666666666666,35,Influenza A/H3,1-4,2023,35,2023-09-03,2023 to 2024,8
0.27027996446880265,0.15513154475554386,0.39489997141213573,-0.06635030816230403,0.651847152846394,0.9446666666666667,36,Influenza A/H3,1-4,2023,36,2023-09-10,2023 to 2024,9
0.3011087000187859,0.2001529020323552,0.4143560826952023,0.007204509881659859,0.6515594972848371,0.977,37,Influenza A/H3,1-4,2023,37,2023-09-17,2023 to 2024,10
0.31866354554026766,0.22091193396424286,0.4236715476037475,0.03870205869129055,0.6405499261902116,0.9873333333333333,38,Influenza A/H3,1-4,2023,38,2023-09-24,2023 to 2024,11
0.31166166377289495,0.2133648350261254,0.42299233421808047,0.013952297183347876,0.6488068172482137,0.9796666666666667,39,Influenza A/H3,1-4,2023,39,2023-10-01,2023 to 2024,12
0.2836247750910821,0.1961088581008703,0.3850657440735727,0.015265657320562672,0.5790578352219597,0.981,40,Influenza A/H3,1-4,2023,40,2023-10-08,2023 to 2024,13
0.24658808069330151,0.15464563153085875,0.33231971698438934,-0.01895183363406451,0.5136259080016696,0.9663333333333334,41,Influenza A/H3,1-4,2023,41,2023-10-15,2023 to 2024,14
0.20497625351752913,0.11160319475552266,0.29462352401752634,-0.0688293343945049,0.4766226347213836,0.931,42,Influenza A/H3,1-4,2023,42,2023-10-22,2023 to 2024,15
0.16798412982224775,0.08835819005904255,0.24942142420324043,-0.07508479398538166,0.3984440957905593,0.9206666666666666,43,Influenza A/H3,1-4,2023,43,2023-10-29,2023 to 2024,16
0.15660283011433596,0.07570556580811183,0.23775926547873144,-0.09908876643097561,0.38995881826904544,0.89,44,Influenza A/H3,1-4,2023,44,2023-11-05,2023 to 2024,17
0.20789531563814756,0.11993814401194752,0.294381609455542,-0.0711626207620582,0.4541442612028434,0.9316666666666666,45,Influenza A/H3,1-4,2023,45,2023-11-12,2023 to 2024,18
0.3334973775299024,0.2680716375082911,0.40548507524031263,0.14063223328811764,0.5462021057135834,0.9993333333333333,46,Influenza A/H3,1-4,2023,46,2023-11-19,2023 to 2024,19
0.5028178591479546,0.43709845374129386,0.5788671247585011,0.31602450015374184,0.7129929245164025,1,47,Influenza A/H3,1-4,2023,47,2023-11-26,2023 to 2024,20
0.5593046214617989,0.4732434121782977,0.6536367865696245,0.3262744861487509,0.8360142262614884,1,48,Influenza A/H3,1-4,2023,48,2023-12-03,2023 to 2024,21
0.465996864981592,0.39582553171423507,0.5379385279692734,0.27727139289869285,0.6896914372439992,1,49,Influenza A/H3,1-4,2023,49,2023-12-10,2023 to 2024,22
0.26342621549106493,0.2241733285638947,0.3034654893047708,0.1423660040797397,0.38718171284179737,1,50,Influenza A/H3,1-4,2023,50,2023-12-17,2023 to 2024,23
0.11994753843755568,0.070067158802537,0.16378203845883288,-0.027176401420480386,0.2578938413785746,0.943,51,Influenza A/H3,1-4,2023,51,2023-12-24,2023 to 2024,24
0.07200494589842643,0.02550888278478003,0.1174243671340387,-0.060282074933549354,0.20386176688951707,0.8443333333333334,52,Influenza A/H3,1-4,2023,52,2023-12-31,2023 to 2024,25
0.1114837692799382,0.07105207156321014,0.15159969647990845,0.0032171208377284955,0.22458436770560986,0.9786666666666667,53,Influenza A/H3,1-4,2024,1,2024-01-07,2023 to 2024,26
0.1771794925661876,0.1356943326452873,0.21695498542607794,0.05592512915941619,0.2968155715225074,0.998,54,Influenza A/H3,1-4,2024,2,2024-01-14,2023 to 2024,27
0.24871475340951887,0.21730452103787812,0.2808449879707995,0.15793426454396345,0.34107409144235395,1,55,Influenza A/H3,1-4,2024,3,2024-01-21,2023 to 2024,28
0.3024259260823232,0.26995434003550534,0.3361731884422994,0.19191344079978923,0.40085562334645214,1,56,Influenza A/H3,1-4,2024,4,2024-01-28,2023 to 2024,29
0.2135476069016402,0.17283723327045175,0.2532731309018048,0.088229088344026,0.3331356736654834,0.9993333333333333,57,Influenza A/H3,1-4,2024,5,2024-02-04,2023 to 2024,30
-0.046499074512166505,-0.07523492685765198,-0.01630644654711233,-0.125129065810206,0.03907374317831751,0.147,58,Influenza A/H3,1-4,2024,6,2024-02-11,2023 to 2024,31
-0.4129112723756978,-0.45830691487335895,-0.3685660653099698,-0.5470347144226934,-0.2814270527107184,0,59,Influenza A/H3,1-4,2024,7,2024-02-18,2023 to 2024,32
-0.6398098319940568,-0.6973563854963212,-0.5832702476341505,-0.8120659431091674,-0.4615302698100933,0,60,Influenza A/H3,1-4,2024,8,2024-02-25,2023 to 2024,33
-0.662641132319645,-0.7058494021446728,-0.619105521094538,-0.7910110458246233,-0.5167881806083577,0,61,Influenza A/H3,1-4,2024,9,2024-03-03,2023 to 2024,34
-0.5235264772895345,-0.5765661384592113,-0.46925798142832664,-0.6789728143629629,-0.3674020936274283,0,62,Influenza A/H3,1-4,2024,10,2024-03-10,2023 to 2024,35
-0.40655951314460537,-0.47656032885790744,-0.3342652141190765,-0.6080666439228711,-0.19347489772881077,0,63,Influenza A/H3,1-4,2024,11,2024-03-17,2023 to 2024,36
-0.3476245534162403,-0.41179937666070043,-0.28764213711240483,-0.5240802660749271,-0.17279549054930027,0,64,Influenza A/H3,1-4,2024,12,2024-03-24,2023 to 2024,37
-0.34443463125412466,-0.4077569419948007,-0.2777653671520149,-0.5359849164065129,-0.1540251360191193,3.333333333333333e-4,65,Influenza A/H3,1-4,2024,13,2024-03-31,2023 to 2024,38
-0.3285835382640887,-0.4087633104642583,-0.25207164464587173,-0.5804678207961932,-0.1053467897517527,0.0016666666666666668,66,Influenza A/H3,1-4,2024,14,2024-04-07,2023 to 2024,39
-0.3008866941454038,-0.37506396342927906,-0.2290290870200395,-0.5398252880821702,-0.09272568317381773,0.0023333333333333335,67,Influenza A/H3,1-4,2024,15,2024-04-14,2023 to 2024,40
-0.2604052125407511,-0.339388156335849,-0.181573609928108,-0.5135348681749566,-0.03680284483681317,0.011333333333333334,68,Influenza A/H3,1-4,2024,16,2024-04-21,2023 to 2024,41
-0.21579429635199798,-0.3117200342976676,-0.13014939887109706,-0.5001974205905549,0.03855456516904013,0.043,69,Influenza A/H3,1-4,2024,17,2024-04-28,2023 to 2024,42
-0.18192771200480018,-0.2664247031335865,-0.1039908590963274,-0.44283906195912126,0.04437301169661546,0.05566666666666667,70,Influenza A/H3,1-4,2024,18,2024-05-05,2023 to 2024,43
-0.15522888442264127,-0.24009741752141567,-0.07381573339939801,-0.4262520754925709,0.11595268119193405,0.113,71,Influenza A/H3,1-4,2024,19,2024-05-12,2023 to 2024,44
-0.12888904822043767,-0.23052642000030524,-0.03331852958632105,-0.43154292137547307,0.17561931155519717,0.18933333333333333,72,Influenza A/H3,1-4,2024,20,2024-05-19,2023 to 2024,45
-0.10911198471403344,-0.20044002500660751,-0.01958708538965774,-0.38485544970497026,0.16366966134712696,0.20733333333333334,73,Influenza A/H3,1-4,2024,21,2024-05-26,2023 to 2024,46
-0.08981750886943428,-0.17877189760886084,7.226094848842707e-4,-0.36929747583744643,0.18194506477593628,0.253,74,Influenza A/H3,1-4,2024,22,2024-06-02,2023 to 2024,47
-0.06642925774800774,-0.1683545256556717,0.03535231130208255,-0.37493759820499406,0.23374631015828234,0.33166666666666667,75,Influenza A/H3,1-4,2024,23,2024-06-09,2023 to 2024,48
-0.04070374014040444,-0.1355660285987366,0.05529382867833735,-0.3110052231112191,0.23475567579622547,0.3993333333333333,76,Influenza A/H3,1-4,2024,24,2024-06-16,2023 to 2024,49
-0.012283479905715107,-0.10763281969809302,0.08663520931021845,-0.2806162110536417,0.28902494331147904,0.4643333333333333,77,Influenza A/H3,1-4,2024,25,2024-06-23,2023 to 2024,50
0.013401544659391806,-0.08654155918624024,0.117490615235561,-0.2817470698356247,0.3525042864032414,0.5376666666666666,78,Influenza A/H3,1-4,2024,26,2024-06-30,2023 to 2024,51
0.03059068433395229,-0.061400692015478715,0.12574561573343213,-0.24121962241368988,0.33276788194719814,0.5853333333333334,79,Influenza A/H3,1-4,2024,27,2024-07-07,2024 to 2025,0
0.043322429505283644,-0.048463722000200854,0.13278150081759663,-0.23752397799731498,0.33441558388382675,0.6223333333333333,80,Influenza A/H3,1-4,2024,28,2024-07-14,2024 to 2025,1
0.037580845694938136,-0.06028802125833946,0.13595924257773812,-0.2741178697834678,0.3611735927224669,0.6033333333333334,81,Influenza A/H3,1-4,2024,29,2024-07-21,2024 to 2025,2
0.01576074471374238,-0.07696207448179385,0.10854639189445062,-0.27541767235333176,0.2972913309251324,0.548,82,Influenza A/H3,1-4,2024,30,2024-07-28,2024 to 2025,3
-0.014580724712230687,-0.11189417371959082,0.08465512088985944,-0.3210892534284389,0.2812060541755161,0.463,83,Influenza A/H3,1-4,2024,31,2024-08-04,2024 to 2025,4
-0.02057474491941963,-0.12732506654080822,0.08979460708199388,-0.35394493640734537,0.29701924214717706,0.45366666666666666,84,Influenza A/H3,1-4,2024,32,2024-08-11,2024 to 2025,5
0.006477529071490462,-0.09207426641064663,0.10435180490016445,-0.28516700801881506,0.2990452615433827,0.517,85,Influenza A/H3,1-4,2024,33,2024-08-18,2024 to 2025,6
0.0628098119422706,-0.027652747422893392,0.15312294328105056,-0.22010349741939353,0.32490748039960754,0.6856666666666666,86,Influenza A/H3,1-4,2024,34,2024-08-25,2024 to 2025,7
0.1267813524704489,0.026090879795508906,0.2199736030778487,-0.1867975072045972,0.4242241758772796,0.807,87,Influenza A/H3,1-4,2024,35,2024-09-01,2024 to 2025,8
0.18313436493599478,0.09459214466542382,0.28102899648209034,-0.0798386708252455,0.48365331724319577,0.9226666666666666,88,Influenza A/H3,1-4,2024,36,2024-09-08,2024 to 2025,9
0.24572749430552845,0.15400284108255072,0.3400196501341533,-0.002766737803663583,0.5397157043032079,0.974,89,Influenza A/H3,1-4,2024,37,2024-09-15,2024 to 2025,10
0.2741646893044928,0.1786949759653803,0.3762177825782454,-0.002036463364957994,0.5789607906672938,0.9733333333333334,90,Influenza A/H3,1-4,2024,38,2024-09-22,2024 to 2025,11
0.26117948078128583,0.17643167167866192,0.3502310216648161,0.02033775756728036,0.538260121723799,0.981,91,Influenza A/H3,1-4,2024,39,2024-09-29,2024 to 2025,12
0.21467792965905363,0.133991065055513,0.29558675588537914,-0.008878179856012736,0.4671671837201344,0.9696666666666667,92,Influenza A/H3,1-4,2024,40,2024-10-06,2024 to 2025,13
0.17054543417212087,0.08503889584422636,0.24980341540405768,-0.08238932699725272,0.4202782300767867,0.9113333333333333,93,Influenza A/H3,1-4,2024,41,2024-10-13,2024 to 2025,14
0.1300117594809731,0.0580292509796812,0.19981624372730478,-0.0856283935119225,0.34309989663097956,0.8876666666666667,94,Influenza A/H3,1-4,2024,42,2024-10-20,2024 to 2025,15
0.10152240852199701,0.037654650438913195,0.16864504181650902,-0.1059087552338213,0.3108873222955921,0.8483333333333334,95,Influenza A/H3,1-4,2024,43,2024-10-27,2024 to 2025,16
0.11367394560057176,0.0381828400002413,0.19214353958215147,-0.12278058733544601,0.34243815087848306,0.8393333333333334,96,Influenza A/H3,1-4,2024,44,2024-11-03,2024 to 2025,17
0.1710042050708196,0.10776246116034438,0.23794233787716246,-0.024927720487022877,0.3652394755661941,0.9496666666666667,97,Influenza A/H3,1-4,2024,45,2024-11-10,2024 to 2025,18
0.2637292794029118,0.20510470640117717,0.3197059499118574,0.0933958400550854,0.428608528186262,0.999,98,Influenza A/H3,1-4,2024,46,2024-11-17,2024 to 2025,19
0.340777014939863,0.2779478561704338,0.40236996509763034,0.15269496425504334,0.5346281040196494,1,99,Influenza A/H3,1-4,2024,47,2024-11-24,2024 to 2025,20
0.3930202102451732,0.33869169705425084,0.44835345408337945,0.23848784426279077,0.5621479730173335,1,100,Influenza A/H3,1-4,2024,48,2024-12-01,2024 to 2025,21
0.4184757983174485,0.37124402495743125,0.46907082940548217,0.28171521744527656,0.5655522185129058,1,101,Influenza A/H3,1-4,2024,49,2024-12-08,2024 to 2025,22
0.39432733376430806,0.34028629617122763,0.4504428484597396,0.24303227134432018,0.567934300476454,1,102,Influenza A/H3,1-4,2024,50,2024-12-15,2024 to 2025,23
0.31841918334463104,0.2767854597373305,0.36290960456405164,0.202387640331441,0.4475523170761058,1,103,Influenza A/H3,1-4,2024,51,2024-12-22,2024 to 2025,24
0.20566565920686752,0.171845053325141,0.2408361768137257,0.10644725014670661,0.30465304309093433,1,104,Influenza A/H3,1-4,2024,52,2024-12-29,2024 to 2025,25
0.11094344653103683,0.06703187570046132,0.15201565516882765,-0.01798651857528459,0.23708009709975977,0.9523333333333334,105,Influenza A/H3,1-4,2025,2,2025-01-12,2024 to 2025,26
0.045781067261258634,0.011903516696585736,0.07727213753551854,-0.05349011931706772,0.1452285105047741,0.8206666666666667,106,Influenza A/H3,1-4,2025,3,2025-01-19,2024 to 2025,27
0.0016419565682954662,-0.029778685733669708,0.03423527980586649,-0.08968946287167705,0.09574655068402017,0.5113333333333333,107,Influenza A/H3,1-4,2025,4,2025-01-26,2024 to 2025,28
-0.06240502317135155,-0.10401304014420076,-0.022068552599884494,-0.17953238931531787,0.058418862320260175,0.153,108,Influenza A/H3,1-4,2025,5,2025-02-02,2024 to 2025,29
-0.15917184063932277,-0.19138159722862125,-0.12734048526709296,-0.25598844881912936,-0.05971402800589047,6.666666666666666e-4,109,Influenza A/H3,1-4,2025,6,2025-02-09,2024 to 2025,30
-0.26833734561441247,-0.31164429060483845,-0.2300894313318298,-0.3992385617977576,-0.15522537390778438,0,110,Influenza A/H3,1-4,2025,7,2025-02-16,2024 to 2025,31
-0.3294222673892482,-0.3840394193348984,-0.2817485544392282,-0.4912217481149632,-0.18697059914095662,0,111,Influenza A/H3,1-4,2025,8,2025-02-23,2024 to 2025,32
-0.32634069457928794,-0.36647205239316216,-0.28674388065326195,-0.44733149316565723,-0.20832758298385098,0,112,Influenza A/H3,1-4,2025,10,2025-03-09,2024 to 2025,33
-0.2712571402451036,-0.32218300027108626,-0.22342423065517447,-0.4178886372296702,-0.13375094865015708,0,113,Influenza A/H3,1-4,2025,11,2025-03-16,2024 to 2025,34
-0.24891268224002094,-0.30930075253154043,-0.18547132878864736,-0.4208322245864971,-0.05916993248628743,0.006333333333333333,114,Influenza A/H3,1-4,2025,12,2025-03-23,2024 to 2025,35
-0.2705181990149692,-0.3216104804624177,-0.21391522697179,-0.42988611559621365,-0.10679189621615501,0.0013333333333333333,115,Influenza A/H3,1-4,2025,13,2025-03-30,2024 to 2025,36
-0.32399624059520926,-0.3889193995805974,-0.26222171520586446,-0.5160313290107336,-0.14084577226005718,3.333333333333333e-4,116,Influenza A/H3,1-4,2025,14,2025-04-06,2024 to 2025,37
-0.3693467271289519,-0.4494124759151693,-0.2940390821272616,-0.6049004077583943,-0.1460270297078076,6.666666666666666e-4,117,Influenza A/H3,1-4,2025,15,2025-04-13,2024 to 2025,38
-0.3959301834138046,-0.4702334584803582,-0.3238243937786928,-0.6095173861639953,-0.18902892904108143,0,118,Influenza A/H3,1-4,2025,16,2025-04-20,2024 to 2025,39
-0.39832750338218825,-0.48027130599932655,-0.3236958162707203,-0.6392730283384449,-0.1912695773946167,3.333333333333333e-4,119,Influenza A/H3,1-4,2025,17,2025-04-27,2024 to 2025,40
-0.382331383714825,-0.4747644206132938,-0.2965582981318427,-0.6689065000782769,-0.14527337058667894,0.0016666666666666668,120,Influenza A/H3,1-4,2025,18,2025-05-04,2024 to 2025,41
-0.3524268397383537,-0.4432034473584374,-0.2722306721485273,-0.6251369032046111,-0.12010177889041407,6.666666666666666e-4,121,Influenza A/H3,1-4,2025,19,2025-05-11,2024 to 2025,42
-0.31395238091398814,-0.41173025182512174,-0.21958521563654235,-0.617453824177123,-0.03376255760148546,0.011333333333333334,122,Influenza A/H3,1-4,2025,20,2025-05-18,2024 to 2025,43
-0.2739401457052273,-0.38498083256898924,-0.17146001601780672,-0.6242820274693799,0.042958603401835806,0.043333333333333335,123,Influenza A/H3,1-4,2025,21,2025-05-25,2024 to 2025,44
-0.2444023336522692,-0.34808029390880046,-0.14485729915966578,-0.5812826864470133,0.04903034868817202,0.04533333333333334,124,Influenza A/H3,1-4,2025,22,2025-06-01,2024 to 2025,45
-0.22436236912381452,-0.3344016102638431,-0.11786301562442901,-0.5680306640788255,0.08861248355391207,0.07566666666666666,125,Influenza A/H3,1-4,2025,23,2025-06-08,2024 to 2025,46
-0.20694555433588058,-0.3277249425011076,-0.0872737920530334,-0.5853519492020639,0.14179684363990147,0.12233333333333334,126,Influenza A/H3,1-4,2025,24,2025-06-15,2024 to 2025,47
-0.19298313071176681,-0.3082331485834261,-0.07835633255642382,-0.5489670522105333,0.13808531782223865,0.12833333333333333,127,Influenza A/H3,1-4,2025,25,2025-06-22,2024 to 2025,48
-0.18298984706153076,-0.29487483866147723,-0.06783954275571648,-0.544778444614848,0.16556134489974933,0.14266666666666666,128,Influenza A/H3,1-4,2025,26,2025-06-29,2024 to 2025,49
-0.16426153250030767,-0.28902901312367246,-0.048839175300641524,-0.543201916100796,0.19757378980243118,0.17866666666666667,129,Influenza A/H3,1-4,2025,27,2025-07-06,2025 to 2026,0
-0.14716230149656015,-0.25927323440821526,-0.032041996810751844,-0.5147533190696597,0.18935676166385815,0.199,130,Influenza A/H3,1-4,2025,28,2025-07-13,2025 to 2026,1
-0.11563295032431914,-0.23189323834317876,-0.007622610306573616,-0.502079497533268,0.24337859592153724,0.237,131,Influenza A/H3,1-4,2025,29,2025-07-20,2025 to 2026,2
-0.06589801510309967,-0.19217286110638665,0.051723806132874584,-0.4753463617563234,0.3169780116043394,0.356,132,Influenza A/H3,1-4,2025,30,2025-07-27,2025 to 2026,3
0.006318114939613817,-0.10898327949910919,0.1213538148028332,-0.35155161480283065,0.35973654433387015,0.5146666666666667,133,Influenza A/H3,1-4,2025,31,2025-08-03,2025 to 2026,4
0.09914543144313087,-0.019189120441543916,0.21880949041241937,-0.23586821016651108,0.44945773351628227,0.719,134,Influenza A/H3,1-4,2025,32,2025-08-10,2025 to 2026,5
0.20211814182447702,0.07745660567769716,0.32231112326693495,-0.15605794124917663,0.5770872426976231,0.865,135,Influenza A/H3,1-4,2025,33,2025-08-17,2025 to 2026,6
0.30425402068201435,0.18762673556843262,0.4135478877020882,-0.02364375126245782,0.6601071765866852,0.9663333333333334,136,Influenza A/H3,1-4,2025,34,2025-08-24,2025 to 2026,7
0.40448125585128225,0.2945460903307704,0.5108217058020055,0.09853130253032563,0.7492388094215084,0.9933333333333333,137,Influenza A/H3,1-4,2025,35,2025-08-31,2025 to 2026,8
0.5053822973817894,0.3921170845625203,0.6225297672095298,0.1728589547938567,0.8748134091909572,0.9996666666666667,138,Influenza A/H3,1-4,2025,36,2025-09-07,2025 to 2026,9
0.6055606860897107,0.5052983219618654,0.7090872860514157,0.32864170760904704,0.9343766226827579,1,139,Influenza A/H3,1-4,2025,37,2025-09-14,2025 to 2026,10
0.7018821923639036,0.6109929198502755,0.792457227189364,0.46317997374421177,0.9830228541519339,1,140,Influenza A/H3,1-4,2025,38,2025-09-21,2025 to 2026,11
0.7722668852363133,0.6812904173138818,0.8679707828798133,0.5259115689405043,1.0628347795682405,1,141,Influenza A/H3,1-4,2025,39,2025-09-28,2025 to 2026,12
0.8132938947650643,0.7360120180935659,0.8932287745223688,0.6053040506287359,1.0629655068929318,1,142,Influenza A/H3,1-4,2025,40,2025-10-05,2025 to 2026,13
0.8236329412104277,0.7641806611108107,0.8860352086079875,0.6556847673060854,1.022459532150609,1,143,Influenza A/H3,1-4,2025,41,2025-10-12,2025 to 2026,14
0.8083793865367535,0.7537313690752533,0.869050222611356,0.6459195087507231,0.9989248737136058,1,144,Influenza A/H3,1-4,2025,42,2025-10-19,2025 to 2026,15
0.7737159243675213,0.7290097585669886,0.8182781660793692,0.642666028078516,0.9082909533980713,1,145,Influenza A/H3,1-4,2025,43,2025-10-26,2025 to 2026,16
0.7186658819934251,0.6519562163127062,0.7883576022669723,0.5159595568116722,0.9258215111256678,1,146,Influenza A/H3,1-4,2025,44,2025-11-02,2025 to 2026,17
-1.4081723719753825,-1.4801934986432117,-1.3375373868919536,-1.627071625915593,-1.207273532386627,0,2,Influenza A/H3,5-14,2023,2,2023-01-15,2022 to 2023,1
-1.1301103561118664,-1.183913581476929,-1.0769481570224597,-1.2993984646545915,-0.9691379126553364,0,3,Influenza A/H3,5-14,2023,3,2023-01-22,2022 to 2023,2
-0.8441823963078112,-0.9028249104521006,-0.7899634178760007,-1.023373037536968,-0.6817483731888966,0,4,Influenza A/H3,5-14,2023,4,2023-01-29,2022 to 2023,3
-0.5638236286482339,-0.6331170496852391,-0.5022087288688554,-0.7623585734479119,-0.3897345145673069,0,5,Influenza A/H3,5-14,2023,5,2023-02-05,2022 to 2023,4
-0.3530056266401955,-0.4294673507059463,-0.27792517423005736,-0.5883248682388704,-0.14401542471061987,0.0013333333333333333,6,Influenza A/H3,5-14,2023,6,2023-02-12,2022 to 2023,5
-0.2267295063088226,-0.2934365656387412,-0.15972714045204228,-0.4427368160480905,-0.03190442482322101,0.011,7,Influenza A/H3,5-14,2023,7,2023-02-19,2022 to 2023,6
-0.17668371796148907,-0.2727519726679779,-0.0881661310524754,-0.44981249137694573,0.08091982318058581,0.086,8,Influenza A/H3,5-14,2023,8,2023-02-26,2022 to 2023,7
-0.20966699979016723,-0.3159813321835877,-0.09683458940626133,-0.5441751336053572,0.1227087599929253,0.09866666666666667,9,Influenza A/H3,5-14,2023,9,2023-03-05,2022 to 2023,8
