y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,day_of_year,plot_label,peak_time,day_shifted,H3_sum,flu_pos_sum,Season,gr,gr_smooth
0.11119371193935806,-0.02505727347315917,0.24969386507648428,-0.28697065993992815,0.5139274568023248,0.7104444444444444,28,H3_sum,2011,28,2011-07-11,2011/12,192,Other,346,-154,0,3,2011/12,0,-0.5994738181995927
0.1058488804628474,-0.03379108175882049,0.24263587523001362,-0.3052474772931051,0.5069030890781019,0.6938888888888889,29,H3_sum,2011,29,2011-07-18,2011/12,199,Other,346,-147,2,2,2011/12,3.044522437723423,0.7611306094308558
0.08450743628830681,-0.051207947085370784,0.2171529327214317,-0.29712044061283815,0.4903991104662034,0.6617777777777778,30,H3_sum,2011,30,2011-07-25,2011/12,206,Other,346,-140,0,2,2011/12,-3.044522437723423,0
0.07440714782997415,-0.050821504865741066,0.2076946567128842,-0.3029290558693966,0.4652776292317545,0.655,31,H3_sum,2011,31,2011-08-01,2011/12,213,Other,346,-133,0,1,2011/12,0,0
0.07809825800898984,-0.05502276991563965,0.20878449176761762,-0.29296164312214695,0.46444925529916575,0.652,32,H3_sum,2011,32,2011-08-08,2011/12,220,Other,346,-126,0,2,2011/12,0,0
0.08099881988091706,-0.046221377698923594,0.20988572181808246,-0.30270352456347405,0.4618960683082474,0.6622222222222223,33,H3_sum,2011,33,2011-08-15,2011/12,227,Other,346,-119,1,2,2011/12,2.3978952727983707,-0.1616567912312632
0.07141166286878681,-0.05558970137761868,0.1990614171114389,-0.28589476729749985,0.443671568047495,0.6461111111111111,34,H3_sum,2011,34,2011-08-22,2011/12,234,Other,346,-112,0,1,2011/12,-2.3978952727983707,0
0.07822935659148522,-0.043279448774267565,0.20456935661531925,-0.27617800364557543,0.44883284371852494,0.6648888888888889,35,H3_sum,2011,35,2011-08-29,2011/12,241,Other,346,-105,0,2,2011/12,0,0
0.09481551675627542,-0.02590801458481995,0.22226738958873343,-0.26306655015666935,0.4638927146264656,0.7033333333333334,36,H3_sum,2011,36,2011-09-05,2011/12,248,Other,346,-98,0,0,2011/12,0,0
0.10800689610585723,-0.014726553715162877,0.23210861013939488,-0.25462379385190814,0.47726283700151817,0.7242222222222222,37,H3_sum,2011,37,2011-09-12,2011/12,255,Other,346,-91,2,2,2011/12,3.044522437723423,0.1616567912312632
0.10792447617977963,-0.010704079481947543,0.22668382187220523,-0.24533625556779975,0.473965103918456,0.7291111111111112,38,H3_sum,2011,38,2011-09-19,2011/12,262,Other,346,-84,0,1,2011/12,-3.044522437723423,0
0.11851746075619563,-0.00123343227593542,0.23756014219983745,-0.2158506049952766,0.47006646108125877,0.7471111111111111,39,H3_sum,2011,39,2011-09-26,2011/12,269,Other,346,-77,0,0,2011/12,0,0
0.1301354006562664,0.012038648324469159,0.2502780475726758,-0.21264444392917756,0.4907099339057257,0.7722222222222223,40,H3_sum,2011,40,2011-10-03,2011/12,276,Other,346,-70,4,6,2011/12,3.7135720667043075,0.928393016676077
0.11907691417564703,0.0042673199393534755,0.23732554036336842,-0.2150228173294832,0.4671038355782429,0.7602222222222222,41,H3_sum,2011,41,2011-10-10,2011/12,283,Other,346,-63,0,2,2011/12,-3.7135720667043075,-0.7611306094308558
0.11829446354137241,0.00533322926377916,0.23232129748907215,-0.22118054043260044,0.4544034985874105,0.7592222222222222,42,H3_sum,2011,42,2011-10-17,2011/12,290,Other,346,-56,5,6,2011/12,3.9318256327243257,0.9829564081810814
0.10781327585183675,-0.0037991496380791467,0.2241854508148381,-0.22151088533610788,0.43918723443514,0.7424444444444445,43,H3_sum,2011,43,2011-10-24,2011/12,297,Other,346,-49,3,5,2011/12,-0.4978384282391794,0.8584968011212863
0.10575570684092428,-0.00728476192699834,0.21772542682337198,-0.22728462937878105,0.4357480367472731,0.7381111111111112,44,H3_sum,2011,44,2011-10-31,2011/12,304,Other,346,-42,0,2,2011/12,-3.4339872044851463,-0.928393016676077
0.13164038664457034,0.019180394292515612,0.24028777435152227,-0.19369404196834408,0.448803671871856,0.786,45,H3_sum,2011,45,2011-11-07,2011/12,311,Other,346,-35,3,3,2011/12,3.4339872044851463,0.8584968011212866
0.1520147983316783,0.043873405333177296,0.2609039500852929,-0.17635317104168463,0.4778755300994125,0.8283333333333334,46,H3_sum,2011,46,2011-11-14,2011/12,318,Other,346,-28,0,7,2011/12,-3.4339872044851463,-0.9829564081810813
0.19069933727402122,0.08522878305155707,0.2978401399043433,-0.11654764023642426,0.5105223333144533,0.8847777777777778,47,H3_sum,2011,47,2011-11-21,2011/12,325,Other,346,-21,6,8,2011/12,4.110873864173311,0.16922166492204127
0.20807656703342825,0.09919609254138739,0.3189354364135947,-0.0975681674822675,0.5352142570323801,0.9071111111111111,48,H3_sum,2011,48,2011-11-28,2011/12,332,Other,346,-14,2,3,2011/12,-1.0663514264498881,0.761130609430856
0.22904322594342452,0.12481959418490507,0.334510332858017,-0.0793917479604075,0.5522570121823402,0.9286666666666666,49,H3_sum,2011,49,2011-12-05,2011/12,339,Other,346,-7,6,8,2011/12,1.0663514264498881,0.16922166492204127
0.23916936549234502,0.13305374211571175,0.34495639847825543,-0.061887645930912276,0.5536527158078582,0.9403333333333334,50,H3_sum,2011,50,2011-12-12,2011/12,346,Other,346,0,7,8,2011/12,0.15180601286800413,1.0656699692603289
0.23681185352267864,0.1343511408813881,0.33719451378341725,-0.06247557028913597,0.5360320415441728,0.9405555555555556,51,H3_sum,2011,51,2011-12-19,2011/12,353,Other,346,7,29,30,2011/12,1.4106433901301771,0.39061235074954526
0.21931199447005523,0.11781733081455992,0.32009133613502794,-0.07309143361121749,0.5091464274699672,0.9293333333333333,52,H3_sum,2011,52,2011-12-26,2011/12,360,Other,346,14,33,33,2011/12,0.12879510820557036,0.68939898441341
0.1958962795064063,0.09768159874364912,0.2974358460943196,-0.09384455932834052,0.48576463522914454,0.9108888888888889,53,H3_sum,2012,1,2012-01-02,2011/12,367,Other,346,21,65,71,2011/12,0.6763912668315062,0.5919089445088145
0.1801084581290211,0.08108349560107964,0.2726756010974102,-0.10946168276497,0.46117304229999684,0.8951111111111111,54,H3_sum,2012,2,2012-01-09,2011/12,374,Other,346,28,25,25,2011/12,-0.9530567030767851,0.3156932655226172
0.18261473347460155,0.08652287689663907,0.2776004254600767,-0.10192874802076068,0.4683780699348338,0.8958888888888888,55,H3_sum,2012,3,2012-01-16,2011/12,381,Other,346,35,62,63,2011/12,0.9058781428016949,0.18950195369049658
0.1898969598662701,0.09350046852937877,0.2807621768861608,-0.08557919600784318,0.46477618866556014,0.9101111111111111,56,H3_sum,2012,4,2012-01-23,2011/12,388,Other,346,42,66,67,2011/12,0.062422757918207374,0.17290886611865583
0.19248164340645513,0.09795611715858854,0.28545404318240486,-0.07752846024801571,0.47527143781275893,0.9174444444444444,57,H3_sum,2012,5,2012-01-30,2011/12,395,Other,346,49,83,91,2011/12,0.22887595500376196,0.06103003816171977
0.1956259800383111,0.10606443638717589,0.2871694514416421,-0.06595538477529969,0.477235817050145,0.9278888888888889,58,H3_sum,2012,6,2012-02-06,2011/12,402,Other,346,56,89,91,2011/12,0.06971463261536104,0.3167228720847563
0.18759695007247013,0.10099508916064459,0.2755710097418269,-0.07573605448894984,0.4589957945522256,0.9235555555555556,59,H3_sum,2012,7,2012-02-13,2011/12,409,Other,346,63,140,142,2011/12,0.45259711886619775,0.20340261610088203
0.1441771263222429,0.05515459592499439,0.23370882439535046,-0.11395003914627028,0.4067919987488361,0.8666666666666667,60,H3_sum,2012,8,2012-02-20,2011/12,416,Other,346,70,251,262,2011/12,0.583494812820578,0.33367062982647466
0.06904789433645542,-0.018883298202525767,0.1559690040992019,-0.19020993313212753,0.3318638259261265,0.7028888888888889,61,H3_sum,2012,9,2012-02-27,2011/12,423,Other,346,77,218,226,2011/12,-0.14089759295595594,0.24122724283654523
-0.0072920935159577205,-0.098866590073593,0.08014945158235265,-0.2699332647480324,0.25086675469872355,0.4781111111111111,62,H3_sum,2012,10,2012-03-05,2011/12,430,Other,346,84,168,191,2011/12,-0.26039463279301345,0.15869992648445158
-0.06678515376659933,-0.15124388125613564,0.020984191093549986,-0.3221055318532502,0.19069554292617766,0.30233333333333334,63,H3_sum,2012,11,2012-03-12,2011/12,437,Other,346,91,158,175,2011/12,-0.061331296199143646,0.030217822718116252
-0.11755967185184701,-0.20797546437991143,-0.02621348306632232,-0.3789634229828452,0.15055696453031958,0.19166666666666668,64,H3_sum,2012,12,2012-03-19,2011/12,444,Other,346,98,148,162,2011/12,-0.06534002294167322,-0.13199088622244656
-0.16993962817492658,-0.2593017885264701,-0.08153210890281537,-0.4340518467925146,0.08839608016663941,0.09811111111111111,65,H3_sum,2012,13,2012-03-26,2011/12,451,Other,346,105,237,275,2011/12,0.4705942717976067,0.020882079965944086
-0.23281077548805973,-0.32369783047565015,-0.14118085739038055,-0.4977388366245879,0.02094872868681779,0.03844444444444445,66,H3_sum,2012,14,2012-04-02,2011/12,458,Other,346,112,55,61,2011/12,-1.459332276912491,-0.27885233106392526
-0.24363919162730552,-0.34067873608204247,-0.14950555396527898,-0.5233166464475004,0.03801163930718642,0.04555555555555556,67,H3_sum,2012,15,2012-04-09,2011/12,465,Other,346,119,54,66,2011/12,-0.01831553030643295,-0.2680983895907476
-0.24536267641958753,-0.34064046291019623,-0.14539105066655789,-0.5308073534811286,0.03783011621721324,0.046,68,H3_sum,2012,16,2012-04-16,2011/12,472,Other,346,126,44,67,2011/12,-0.20437440339963553,-0.3028569847052382
-0.24393235202560204,-0.3422376130025989,-0.14501910593235334,-0.5368680618969076,0.04250497529148016,0.04622222222222222,69,H3_sum,2012,17,2012-04-23,2011/12,479,Other,346,133,45,58,2011/12,0.022422464055832307,-0.4148999366406818
-0.2530949365629829,-0.3509561289504384,-0.1533091182358387,-0.5459214733298843,0.036429233851938636,0.04122222222222222,70,H3_sum,2012,18,2012-04-30,2011/12,486,Other,346,140,15,27,2011/12,-1.094187502687754,-0.32361374308449753
-0.25605558539264917,-0.3608878118325899,-0.15575889891548522,-0.5599990495944303,0.04545016198377123,0.04644444444444444,71,H3_sum,2012,19,2012-05-07,2011/12,493,Other,346,147,18,24,2011/12,0.18121719445090154,-0.2737305618951639
-0.2714583606290648,-0.3761180213412061,-0.1665179031392937,-0.5832113445835467,0.04507122969072573,0.044444444444444446,72,H3_sum,2012,20,2012-05-14,2011/12,500,Other,346,154,8,14,2011/12,-0.8040478765933871,-0.42364893019360184
-0.28692234070877554,-0.3933870821820731,-0.17785179651181315,-0.6144150785538144,0.03487457379420431,0.03811111111111111,73,H3_sum,2012,21,2012-05-21,2011/12,507,Other,346,161,5,15,2011/12,-0.46262352194811296,-0.5449104266945881
-0.30784713877336356,-0.42334287257463754,-0.19744663530809203,-0.6516888016203704,0.015029885863098311,0.031,74,H3_sum,2012,22,2012-05-28,2011/12,514,Other,346,168,3,17,2011/12,-0.4978384282391794,-0.39582315808244445
-0.33230620521016974,-0.45192789764952135,-0.22047177840264165,-0.6983869481711303,0.005527769500501648,0.025777777777777778,75,H3_sum,2012,23,2012-06-04,2011/12,521,Other,346,175,11,19,2011/12,1.2755429968271879,-0.12224170748837287
-0.3610633059627104,-0.481336964671915,-0.23875108663305644,-0.7229105855656646,-0.006716910542176998,0.02322222222222222,76,H3_sum,2012,24,2012-06-11,2011/12,528,Other,346,182,0,30,2011/12,-4.709530201312334,-1.0986122886681096
-0.3601037634950853,-0.482202159437949,-0.2387454301976738,-0.7397172396218085,-0.011095204406012204,0.021777777777777778,77,H3_sum,2012,25,2012-06-18,2011/12,535,Other,346,189,2,5,2011/12,3.044522437723423,-0.22182579875022557
-0.3525498936895436,-0.47995795289819604,-0.23364156442334183,-0.7438752088979208,-0.004860990845592343,0.02322222222222222,78,H3_sum,2012,26,2012-06-25,2011/12,542,Other,346,196,0,4,2011/12,-3.044522437723423,-0.8584968011212865
-0.3297149665133995,-0.4561878236994856,-0.20406116693349424,-0.7164001648973843,0.03344155660796303,0.03744444444444445,79,H3_sum,2012,27,2012-07-02,2012/13,184,Pre-pandemic,296,-112,0,5,2012/13,0,-1.1773825503280835
-0.2846397604987335,-0.41614414845327113,-0.15594225387199234,-0.6701586038852358,0.08215533938746292,0.06477777777777778,80,H3_sum,2012,28,2012-07-09,2012/13,191,Pre-pandemic,296,-105,0,7,2012/13,0,0
-0.231797728812407,-0.3649122093591023,-0.10217500252669437,-0.6193946469588828,0.1407115477546344,0.11688888888888889,81,H3_sum,2012,29,2012-07-16,2012/13,198,Pre-pandemic,296,-98,0,3,2012/13,0,-0.7611306094308559
-0.17575943014663772,-0.308867229699864,-0.044631014316875856,-0.5660216562511888,0.20978780677950806,0.184,82,H3_sum,2012,30,2012-07-23,2012/13,205,Pre-pandemic,296,-91,0,2,2012/13,0,0
-0.11699312274544527,-0.24701051455104409,0.010923892972657806,-0.5100547272069391,0.2754694550138984,0.26666666666666666,83,H3_sum,2012,31,2012-07-30,2012/13,212,Pre-pandemic,296,-84,0,6,2012/13,0,0
-0.0626689798940539,-0.19521178978617,0.07023624299965123,-0.45105134230745714,0.3388862002910155,0.37644444444444447,84,H3_sum,2012,32,2012-08-06,2012/13,219,Pre-pandemic,296,-77,0,10,2012/13,0,0
-0.015825402791471613,-0.14673505424444883,0.12024199581037207,-0.39953731698419337,0.37351552712838726,0.4692222222222222,85,H3_sum,2012,33,2012-08-13,2012/13,226,Pre-pandemic,296,-70,0,1,2012/13,0,0
0.02368778078353906,-0.10700281846259939,0.15851002435879552,-0.35705290932995387,0.4123002590420452,0.5482222222222223,86,H3_sum,2012,34,2012-08-20,2012/13,233,Pre-pandemic,296,-63,4,4,2012/13,3.7135720667043075,0.9283930166760769
0.05145289143531316,-0.08028440323357583,0.18110492870091363,-0.33750282587825575,0.43246781450876,0.604,87,H3_sum,2012,35,2012-08-27,2012/13,240,Pre-pandemic,296,-56,0,1,2012/13,-3.7135720667043075,0
0.0830257238069177,-0.04930728796698272,0.2176610401768633,-0.30431574818978846,0.4706207070488827,0.6605555555555556,88,H3_sum,2012,36,2012-09-03,2012/13,247,Pre-pandemic,296,-49,0,5,2012/13,0,0
0.12873659502202228,-7.686606917573224e-4,0.25781955073608365,-0.2526151837244712,0.5158578382610661,0.7481111111111111,89,H3_sum,2012,37,2012-09-10,2012/13,254,Pre-pandemic,296,-42,0,4,2012/13,0,0
0.18011941039728072,0.05150184711761022,0.31418332641966507,-0.20016293282647393,0.5863160064637071,0.831,90,H3_sum,2012,38,2012-09-17,2012/13,261,Pre-pandemic,296,-35,0,9,2012/13,0,-0.928393016676077
0.23847480762261627,0.10885942957729011,0.3688950196435945,-0.1432695469397353,0.63045448559519,0.8911111111111111,91,H3_sum,2012,39,2012-09-24,2012/13,268,Pre-pandemic,296,-28,0,7,2012/13,0,0
0.2950598163179279,0.16801966613455885,0.42837636364137244,-0.08972684758503326,0.6849819260400409,0.9363333333333334,92,H3_sum,2012,40,2012-10-01,2012/13,275,Pre-pandemic,296,-21,0,3,2012/13,0,0
0.34013320684816784,0.21317183612751617,0.47244747466904025,-0.031466619709719645,0.7219617733419899,0.9645555555555556,93,H3_sum,2012,41,2012-10-08,2012/13,282,Pre-pandemic,296,-14,0,5,2012/13,0,0
0.37605116954240403,0.25492607750675067,0.5030405663482027,0.01719707002855774,0.759076556087345,0.9796666666666667,94,H3_sum,2012,42,2012-10-15,2012/13,289,Pre-pandemic,296,-7,0,2,2012/13,0,0
0.3851681834525573,0.2641482775050105,0.5102892567273961,0.04287095986024648,0.75726517229576,0.9866666666666667,95,H3_sum,2012,43,2012-10-22,2012/13,296,Pre-pandemic,296,0,4,9,2012/13,3.7135720667043075,0.9283930166760769
0.3507772657139332,0.2349295263745696,0.4706907802128153,0.013891986645185189,0.719690245105416,0.9793333333333333,96,H3_sum,2012,44,2012-10-29,2012/13,303,Pre-pandemic,296,7,10,18,2012/13,0.9015484501369516,1.1537801292103147
0.2993986982704935,0.18154142715944444,0.4132356239944056,-0.030203732232588997,0.640790837479491,0.9624444444444444,97,H3_sum,2012,45,2012-11-05,2012/13,310,Pre-pandemic,296,14,13,17,2012/13,0.2600768063598921,1.2187993308002878
0.2388482128049645,0.12931207213561058,0.35180538280342843,-0.08396272779409532,0.5744754901681655,0.9272222222222222,98,H3_sum,2012,46,2012-11-12,2012/13,317,Pre-pandemic,296,21,11,23,2012/13,-0.16566712188881744,1.1773825503280833
0.18890456678833445,0.08103491696253118,0.3016569058220997,-0.12453364556895573,0.5291515103115184,0.8832222222222222,99,H3_sum,2012,47,2012-11-19,2012/13,324,Pre-pandemic,296,28,9,26,2012/13,-0.19867069479548416,0.1993218599531355
0.16639874499605578,0.054172690332904394,0.27314708027959367,-0.15286812229022215,0.4862921546451927,0.8451111111111111,100,H3_sum,2012,48,2012-11-26,2012/13,331,Pre-pandemic,296,35,3,31,2012/13,-1.0768723020317037,-0.2952833280890283
0.16201351777746775,0.05463392704275183,0.26396780636174777,-0.14670138027435856,0.4654697706839124,0.8467777777777777,101,H3_sum,2012,49,2012-12-03,2012/13,338,Pre-pandemic,296,42,20,56,2012/13,1.8693177035739297,0.10702689621448108
0.15907175446094635,0.056179730291485486,0.260829879400703,-0.14532870555967992,0.4606446504731738,0.8484444444444444,102,H3_sum,2012,50,2012-12-10,2012/13,345,Pre-pandemic,296,49,11,95,2012/13,-0.5937747067467417,5.551115123125783e-17
0.16082819817774485,0.06077671907844473,0.2609452133460921,-0.13877170643559716,0.4534473740814632,0.8588888888888889,103,H3_sum,2012,51,2012-12-17,2012/13,352,Pre-pandemic,296,56,44,222,2012/13,1.379514674134512,0.39454634223249907
0.15497307881447275,0.05421797700455566,0.2500194664372455,-0.1362916720351219,0.43703804626706966,0.8551111111111112,104,H3_sum,2012,52,2012-12-24,2012/13,359,Pre-pandemic,296,63,31,161,2012/13,-0.3492519632676119,0.5764514269235219
0.15352451815026869,0.05804895817827882,0.2479330551780562,-0.13383605402493118,0.432377313840007,0.8554444444444445,105,H3_sum,2012,1,2012-12-31,2012/13,366,Pre-pandemic,296,70,41,257,2012/13,0.27880030231700037,0.17882207660928967
0.14848010793167288,0.05337681103136949,0.24612304384498418,-0.13350045208594832,0.43987059957320246,0.8501111111111112,106,H3_sum,2013,2,2013-01-07,2012/13,372,Pre-pandemic,296,76,69,325,2012/13,0.5195466092714351,0.45715240561383386
0.14809035850263763,0.053694167819587024,0.24512602391964844,-0.13380197456782744,0.4312900676139985,0.85344444444444445,107,H3_sum,2013,3,2013-01-14,2012/13,379,Pre-pandemic,296,83,48,160,2012/13,-0.3622725536619085,0.021705598664728792
0.15623504429322455,0.06246812444778804,0.2521180089770275,-0.12441604036987995,0.4351922774326819,0.8713333333333333,108,H3_sum,2013,4,2013-01-21,2012/13,386,Pre-pandemic,296,90,52,181,2012/13,0.07988277164760574,0.1289892823935332
0.16060194256037263,0.07040672428560324,0.25557629909024304,-0.10615441039196254,0.43713039671846704,0.8823333333333333,109,H3_sum,2013,5,2013-01-28,2012/13,393,Pre-pandemic,296,97,101,243,2012/13,0.6629451772671044,0.22502550113105918
0.1394785860966743,0.049563420790533996,0.23040617564977817,-0.12370295405877697,0.4100220959048201,0.8562222222222222,110,H3_sum,2013,6,2013-02-04,2012/13,400,Pre-pandemic,296,104,175,342,2012/13,0.5492471132653804,0.23245062712954553
0.09597762473603089,0.007097796819877322,0.18887033545510934,-0.16720300194294302,0.3620623507978021,0.7676666666666667,111,H3_sum,2013,7,2013-02-11,2012/13,407,Pre-pandemic,296,111,112,287,2012/13,-0.44596590921369195,0.2115272882415997
0.05941153873635052,-0.029970137076945846,0.14969955824983727,-0.20546708213133785,0.32555009043658667,0.6748888888888889,112,H3_sum,2013,8,2013-02-18,2012/13,414,Pre-pandemic,296,118,157,324,2012/13,0.33749121518346126,0.2759293991255636
0.017377977534239086,-0.07398306148754563,0.1052065014786594,-0.2515612523684716,0.28334500722316147,0.547,113,H3_sum,2013,9,2013-02-25,2012/13,421,Pre-pandemic,296,125,126,225,2012/13,-0.2198073022907016,0.05524127923611204
-0.017061045688958387,-0.10766580871708475,0.07542490841705152,-0.2840611433084839,0.24910722895627557,0.4533333333333333,114,H3_sum,2013,10,2013-03-04,2012/13,428,Pre-pandemic,296,132,141,348,2012/13,0.11239361588789447,-0.053972095108259455
-0.04768596353844723,-0.1383923073662412,0.04364615601024746,-0.3241019620046136,0.21492504319679856,0.3665555555555556,115,H3_sum,2013,11,2013-03-11,2012/13,435,Pre-pandemic,296,139,127,277,2012/13,-0.10449468066335996,0.03139571202932353
-0.08229437204765233,-0.17497271748509213,0.008957740745508369,-0.3506442447054472,0.1874172307751868,0.2708888888888889,116,H3_sum,2013,12,2013-03-18,2012/13,442,Pre-pandemic,296,146,104,186,2012/13,-0.1996222025744851,-0.10288264241016305
-0.11919581128565815,-0.2137103218582459,-0.023882065237160965,-0.4079662430353911,0.15291659864145352,0.19644444444444445,117,H3_sum,2013,13,2013-03-25,2012/13,449,Pre-pandemic,296,153,120,193,2012/13,0.14297275346501462,-0.012187628471233988
-0.16496312952065528,-0.26163519173375693,-0.06826958065876432,-0.44829748592344043,0.11810965120228221,0.12244444444444444,118,H3_sum,2013,14,2013-04-01,2012/13,456,Pre-pandemic,296,160,61,119,2012/13,-0.6758128629083882,-0.20923924817030465
-0.21313274956765316,-0.3084919867237561,-0.11607131667463477,-0.49857131269466787,0.06724818956029559,0.06988888888888889,119,H3_sum,2013,15,2013-04-08,2012/13,463,Pre-pandemic,296,167,104,166,2012/13,0.5328401094433735,-0.049905550643621316
-0.28033463530424463,-0.3801597927767275,-0.18148662432585705,-0.5769847938298409,0.0038611710305104037,0.026222222222222223,120,H3_sum,2013,16,2013-04-15,2012/13,470,Pre-pandemic,296,174,106,183,2012/13,0.01903006999901422,0.004757517499753543
