y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,days_from_start,day_of_year,plot_label,peak_time,day_shifted,Influenza A not subtyped,Influenza A H1N1pdm09,Influenza A H3N2,Influenza B,Percentage testing positive for overall influenza,total_cases,H1_prop,H3_prop,H1_adj,H3_adj,Season,total_tested,inferred_H3,gr,gr_smooth
0.24705504121749977,0.11152967251599852,0.37471698484763855,-0.12346162081749149,0.6273236765449564,0.8896666666666667,16,inferred_H3,2011,42,2011-10-17,2011/12,98,290,Pre-pandemic,339,-49,1,1,1,0,0.5,3,0.5,0.5,1,1,2011/12,2,1.5,2.772588722239781,0.6931471805599453
0.25966793753960227,0.13569927702904913,0.38698655458367553,-0.10944982022264559,0.6377099633850094,0.9193333333333333,17,inferred_H3,2011,43,2011-10-24,2011/12,105,297,Pre-pandemic,339,-42,0,1,2,0,0.5,3,0.3333333333333333,0.6666666666666666,1,2,2011/12,3,2,0.27193371548364176,0.7611306094308558
0.28325504512078914,0.15897130285570343,0.40687603186262267,-0.08777482076628712,0.6505120099468102,0.9373333333333334,18,inferred_H3,2011,44,2011-10-31,2011/12,112,304,Pre-pandemic,339,-35,0,0,0,0,0,0,0,0,0,0,2011/12,0,0,-3.044522437723423,0
0.3240819538398142,0.20836618393701245,0.4503208874100526,-0.01711873224568563,0.6789288822917287,0.9696666666666667,19,inferred_H3,2011,45,2011-11-07,2011/12,119,311,Pre-pandemic,339,-28,0,0,3,2,0.7,5,0,1,0,3,2011/12,5,3,3.4339872044851463,0.8584968011212866
0.3612994508729698,0.24850472025805073,0.4776290251297522,0.02453543562861237,0.6877769709297744,0.981,20,inferred_H3,2011,46,2011-11-14,2011/12,126,318,Pre-pandemic,339,-21,0,0,3,2,0.6,5,0,1,0,3,2011/12,5,3,0,0.1653496205613412
0.4055529084892202,0.2967473373394068,0.520436080231294,0.09633647698452077,0.7140447687603512,0.996,21,inferred_H3,2011,47,2011-11-21,2011/12,133,325,Pre-pandemic,339,-14,1,0,3,0,0.5,4,0,1,0,4,2011/12,3,4,0.2795848622191615,0.16726240724522123
0.468911734795102,0.3608332520559072,0.5770271986246251,0.16181119943438085,0.786998763160173,1,22,inferred_H3,2011,48,2011-11-28,2011/12,140,332,Pre-pandemic,339,-7,0,0,2,1,0.3,3,0,1,0,2,2011/12,3,2,-0.6690496289808848,0.7611306094308559
0.553675363796092,0.45272509017080814,0.649776032573272,0.26439564007016364,0.850159560379186,1,23,inferred_H3,2011,49,2011-12-05,2011/12,147,339,Pre-pandemic,339,0,6,0,6,1,1.4,13,0,1,0,12,2011/12,7,11.142857142857142,1.677795661638667,0.3220827237192359
0.5411815745490549,0.44704823901027735,0.6422532776936143,0.277343508249085,0.8265736551974416,1,24,inferred_H3,2011,50,2011-12-12,2011/12,154,346,Pre-pandemic,339,7,9,0,8,1,1.7,18,0,1,0,17,2011/12,9,16,0.3590862656223733,0.4118542901248292
0.43134086146532846,0.3375572785319588,0.5183434288432488,0.17037950932815016,0.6982091031428876,1,25,inferred_H3,2011,51,2011-12-19,2011/12,161,353,Pre-pandemic,339,14,16,1,38,0,5.3,55,0.02564102564102564,0.97435897435897445,1,54,2011/12,39,53.58974358974359,1.204402716678207,0.6430587537395905
0.11530432090543874,0.03081035804291965,0.1962652346599134,-0.12797792760018528,0.36504096055876184,0.8216666666666667,26,inferred_H3,2011,52,2011-12-26,2011/12,168,360,Pre-pandemic,339,21,20,1,28,1,5.7,50,0.03448275862068965,0.9655172413793104,2,47,2011/12,30,46.66666666666667,-0.13805129022831872,0.7758083384277321
-0.08427490483179634,-0.1692700064248428,1.5690671606338746e-4,-0.3367307976591409,0.15977864580656678,0.251,27,inferred_H3,2012,1,2012-01-02,2011/12,175,367,Pre-pandemic,339,28,5,0,16,1,2.4,22,0,1,0,21,2011/12,17,20.705882352941178,-0.8099349462850868,0.1538756864467937
0.008379035730830209,-0.07523911554626472,0.09069864892687951,-0.22784314659118526,0.2497094149551908,0.526,28,inferred_H3,2012,2,2012-01-09,2011/12,182,374,Pre-pandemic,339,35,4,0,26,1,3.6,31,0,1,0,30,2011/12,27,29.85185185185185,0.3643554019422285,0.15519297052675746
0.16371182475136958,0.08741608673732615,0.24268441249478712,-0.06354975506482148,0.38496957020186945,0.926,29,inferred_H3,2012,3,2012-01-16,2011/12,189,381,Pre-pandemic,339,42,5,0,34,4,5.5,43,0,1,0,39,2011/12,38,38.473684210526315,0.2529791336679167,-0.08266292522581509
0.2976193686522419,0.2234383878350643,0.3753791682990807,0.0757642391982856,0.5295337565806776,0.996,30,inferred_H3,2012,4,2012-01-23,2011/12,196,388,Pre-pandemic,339,49,5,0,48,4,7.5,57,0,1,0,53,2011/12,52,52.61538461538461,0.31233705336487716,0.02993416067248389
0.4042584040028241,0.3353321162412717,0.47683054930411095,0.1869716042887707,0.627514781184555,0.9993333333333333,31,inferred_H3,2012,5,2012-01-30,2011/12,203,395,Pre-pandemic,339,56,18,3,55,0,9.1,76,0.05172413793103448,0.9482758620689656,4,72,2011/12,58,72.06896551724138,0.3141027718792168,0.3109435902135598
0.4631824757350027,0.3962214139557707,0.5279315725773241,0.2672532051750367,0.6579625968494784,1,32,inferred_H3,2012,6,2012-02-06,2011/12,210,402,Pre-pandemic,339,63,49,0,83,4,16.5,136,0,1,0,132,2011/12,87,129.7471264367816,0.5873476949875193,0.36669166347488247
0.33203506663357585,0.26976806081375115,0.39281894098055825,0.14493833630936429,0.512407666081695,1,33,inferred_H3,2012,7,2012-02-13,2011/12,217,409,Pre-pandemic,339,70,70,1,126,9,21.4,206,0.00787401574803149,0.9921259842519684,2,195,2011/12,136,190.8529411764706,0.3856692084177769,0.39986418216234754
0.05252546196457475,-0.010852673875714203,0.11026083261111119,-0.12492193410264069,0.2250170070989387,0.7146666666666667,34,inferred_H3,2012,8,2012-02-20,2011/12,224,416,Pre-pandemic,339,77,49,3,146,11,21.9,209,0.02013422818791946,0.9798657718120806,4,194,2011/12,160,190.7125,-7.357459196575098e-4,0.3215959823412139
-0.1551333991566577,-0.21550473257102198,-0.09421314684108606,-0.33050475792482326,0.018123852432867057,0.041,35,inferred_H3,2012,9,2012-02-27,2011/12,231,423,Pre-pandemic,339,84,27,0,131,12,20,170,0,1,0,158,2011/12,143,155.73426573426573,-0.20249822713087337,0.19244573258869133
-0.2247897221291839,-0.2865904068170011,-0.15696147029759455,-0.3983311436510204,-0.044886922087904416,0.009,36,inferred_H3,2012,10,2012-03-05,2011/12,238,430,Pre-pandemic,339,91,32,2,95,16,17.3,145,0.02061855670103092,0.979381443298969,3,126,2011/12,113,121.90265486725664,-0.2447502376607168,-0.015578750573367689
-0.22502693051571,-0.2901122956988449,-0.15571984540646966,-0.4158278044489239,-0.03460922638352578,0.008,37,inferred_H3,2012,11,2012-03-12,2011/12,245,437,Pre-pandemic,339,98,22,2,81,16,15,121,0.02409638554216867,0.9759036144578314,3,102,2011/12,99,99,-0.20791336436756425,-0.16397439376970296
-0.25035160203840645,-0.32017355098697964,-0.17852054805418516,-0.44354773571945727,-0.049819798398077965,0.006333333333333333,38,inferred_H3,2012,12,2012-03-19,2011/12,252,444,Pre-pandemic,339,105,18,1,72,12,13.5,103,0.0136986301369863,0.9863013698630136,1,90,2011/12,85,87.24705882352941,-0.1262400764901426,-0.19535047641232425
-0.371562014136793,-0.4428634599802833,-0.296971873081168,-0.5890026664054663,-0.15090521949412927,3.333333333333333e-4,39,inferred_H3,2012,13,2012-03-26,2011/12,259,451,Pre-pandemic,339,112,8,1,52,10,10.8,71,0.01886792452830188,0.981132075471698,1,60,2011/12,63,58.6031746031746,-0.3973955576483158,-0.24407480904168485
-0.45127960795197475,-0.5311513791294626,-0.3682313127560187,-0.6826200638462087,-0.22275519601112326,0,40,inferred_H3,2012,14,2012-04-02,2011/12,266,458,Pre-pandemic,339,119,8,0,25,11,7.4,44,0,1,0,33,2011/12,36,30.555555555555557,-0.6496799033104629,-0.3453072254541214
-0.42996245553426493,-0.5147321798630755,-0.34684489646321437,-0.6861280369225232,-0.17931986605979386,6.666666666666666e-4,41,inferred_H3,2012,15,2012-04-09,2011/12,273,465,Pre-pandemic,339,126,2,0,18,15,6.8,35,0,1,0,20,2011/12,33,19.09090909090909,-0.46837722183111663,-0.41042318982000947
-0.39368465233632866,-0.4820781560962816,-0.3008550004539894,-0.6495329444331376,-0.11822085340934325,0.0026666666666666666,42,inferred_H3,2012,16,2012-04-16,2011/12,280,472,Pre-pandemic,339,133,8,0,14,12,6.3,34,0,1,0,22,2011/12,26,18.307692307692307,-0.04166804460311347,-0.3892801818482522
-0.38720415649435447,-0.48288358338855086,-0.2932729362615496,-0.671385383693322,-0.11961719661295872,0.0016666666666666668,43,inferred_H3,2012,17,2012-04-23,2011/12,287,479,Pre-pandemic,339,140,4,2,10,9,4.7,25,0.16666666666666666,0.8333333333333334,3,13,2011/12,21,11.904761904761905,-0.42746524098233973,-0.3967976026817582
-0.37719858445611076,-0.47715366735660814,-0.28354369753140274,-0.6658880468604815,-0.10055779436315215,0.006,44,inferred_H3,2012,18,2012-04-30,2011/12,294,486,Pre-pandemic,339,147,1,0,4,7,2.2,12,0,1,0,5,2011/12,11,4.363636363636363,-0.9893396344683469,-0.48171253547122916
-0.32940378897028166,-0.42946812605634865,-0.22844626459505984,-0.6219104922629808,-0.033912319765810245,0.015333333333333332,45,inferred_H3,2012,19,2012-05-07,2011/12,301,493,Pre-pandemic,339,154,1,0,7,8,3.2,16,0,1,0,8,2011/12,15,7.466666666666667,0.5277888738171431,-0.23267101155916428
-0.29409911180843384,-0.4019796821628091,-0.19284035286529067,-0.6115171220750126,0.006214119097655322,0.028,46,inferred_H3,2012,20,2012-05-14,2011/12,308,500,Pre-pandemic,339,161,1,0,1,6,1.4,8,0,1,0,2,2011/12,7,1.1428571428571428,-1.8063397592140225,-0.6738389402118915
-0.24377364294460477,-0.3497461567662635,-0.13006167187497053,-0.5650038261998225,0.07100299608399113,0.06966666666666667,47,inferred_H3,2012,21,2012-05-21,2011/12,315,507,Pre-pandemic,339,168,1,1,3,7,2.3,12,0.25,0.75,1,4,2011/12,11,3.2727272727272725,0.9983088202097941,-0.3173954249138581
-0.22695706814747985,-0.3406352713146535,-0.11278337985284342,-0.5721485273252801,0.09858121633587899,0.08833333333333333,48,inferred_H3,2012,22,2012-05-28,2011/12,322,514,Pre-pandemic,339,175,2,1,3,2,1.7,8,0.25,0.75,1,5,2011/12,6,4,0.1952652768952432,-0.02124419707296052
-0.24914489669586634,-0.3709542181502741,-0.13298221010506253,-0.5964338757518726,0.10845204407157706,0.08,49,inferred_H3,2012,23,2012-06-04,2011/12,329,521,Pre-pandemic,339,182,0,0,2,2,1,4,0,1,0,2,2011/12,4,2,-0.6690496289808848,-0.3204538227724675
-0.2584659329202169,-0.3776809737740836,-0.1389276104012806,-0.614811464572805,0.08592279047384166,0.07,50,inferred_H3,2012,24,2012-06-11,2011/12,336,528,Pre-pandemic,339,189,0,0,2,4,1.3,6,0,1,0,2,2011/12,6,2,0,0.13113111703103814
-0.25855642792218686,-0.382432913550539,-0.1325181920819796,-0.6206256051429844,0.10826617029151069,0.07566666666666666,51,inferred_H3,2012,25,2012-06-18,2011/12,343,535,Pre-pandemic,339,196,0,0,0,3,0.7,3,0,0,0,0,2011/12,3,0,-3.044522437723423,-0.8795766974522661
-0.221601343759655,-0.3465589352648531,-0.09724570671290866,-0.5994367882912258,0.16624064769265814,0.12066666666666667,52,inferred_H3,2012,26,2012-06-25,2011/12,350,542,Pre-pandemic,339,203,0,0,0,1,0.2,1,0,0,0,0,2011/12,1,0,0,-0.928393016676077
-0.17763527310036062,-0.3072725641425429,-0.04801341613269264,-0.5641627674801971,0.21718368266561416,0.177,53,inferred_H3,2012,27,2012-07-02,2012/13,0,184,Pre-pandemic,345,-161,0,0,2,5,1.6,7,0,1,0,2,2012/13,7,2,3.044522437723423,0
-0.14691556675283868,-0.28039317576494344,-0.018852817290199733,-0.5396615377588934,0.21836659697162872,0.22,54,inferred_H3,2012,28,2012-07-09,2012/13,7,191,Pre-pandemic,345,-154,0,0,0,1,0.2,1,0,0,0,0,2012/13,1,0,-3.044522437723423,-0.7611306094308559
-0.1010969376230661,-0.23823462245726373,0.02855736493396452,-0.5021571554986164,0.28590002449971663,0.295,55,inferred_H3,2012,29,2012-07-16,2012/13,14,198,Pre-pandemic,345,-147,0,0,0,2,0.4,2,0,0,0,0,2012/13,2,0,0,0
-0.06274264943533928,-0.19694163463989067,0.07113621463832281,-0.4489098632968914,0.325027893287149,0.386,56,inferred_H3,2012,30,2012-07-23,2012/13,21,205,Pre-pandemic,345,-140,0,1,1,1,0.8,3,0.5,0.5,1,1,2012/13,3,1,2.3978952727983707,0.5994738181995927
-0.038053771521174125,-0.1888707702041401,0.09185135086739366,-0.4541708232316449,0.3384725991164242,0.43266666666666664,57,inferred_H3,2012,31,2012-07-30,2012/13,28,212,Pre-pandemic,345,-133,0,0,0,2,0.5,2,0,0,0,0,2012/13,2,0,-2.3978952727983707,-0.7611306094308559
-0.03283418021932463,-0.16329155841662216,0.10591508860264146,-0.42421241483779193,0.36611965743882396,0.42933333333333334,58,inferred_H3,2012,32,2012-08-06,2012/13,35,219,Pre-pandemic,345,-126,0,0,0,3,0.7,3,0,0,0,0,2012/13,3,0,0,0
-0.03171013210594231,-0.16970435515830465,0.1009345341836777,-0.4294074202630717,0.3757428477138508,0.43533333333333335,59,inferred_H3,2012,33,2012-08-13,2012/13,42,226,Pre-pandemic,345,-119,0,0,2,0,0.5,2,0,1,0,2,2012/13,2,2,3.044522437723423,0.7611306094308559
-0.06613517239462657,-0.18991172910928786,0.07363065134614051,-0.46006994633551124,0.3321236688217857,0.37333333333333335,60,inferred_H3,2012,34,2012-08-20,2012/13,49,233,Pre-pandemic,345,-112,1,0,2,0,0.9,3,0,1,0,3,2012/13,2,3,0.3894647667617233,0.25902298292169385
-0.08602175638723697,-0.2183206340779552,0.04573509811336496,-0.4754126464449562,0.3103750555986942,0.3243333333333333,61,inferred_H3,2012,35,2012-08-27,2012/13,56,240,Pre-pandemic,345,-105,1,0,0,1,0.7,2,0,0,0,0,2012/13,1,0,-3.4339872044851463,0
-0.0657133889763461,-0.19214752446466077,0.0667298028355961,-0.4566829990637392,0.317835719556772,0.36833333333333335,62,inferred_H3,2012,36,2012-09-03,2012/13,63,247,Pre-pandemic,345,-98,0,0,0,2,0.6,2,0,0,0,0,2012/13,2,0,0,0
8.92328103676121e-4,-0.1371232370491312,0.12958346851260044,-0.38868698578924216,0.3959728574871994,0.5013333333333333,63,inferred_H3,2012,37,2012-09-10,2012/13,70,254,Pre-pandemic,345,-91,0,0,0,3,0.8,3,0,0,0,0,2012/13,3,0,0,-0.7611306094308558
0.07777726071919205,-0.06141862862135511,0.2110469264530037,-0.3053235002633308,0.4838421996314788,0.6546666666666666,64,inferred_H3,2012,38,2012-09-17,2012/13,77,261,Pre-pandemic,345,-84,2,1,0,2,1.2,5,1,0,3,0,2012/13,3,0,0,-0.8584968011212866
0.17975358504375494,0.045064442116723336,0.31119335764636213,-0.21258225581548787,0.5607928282141734,0.8216666666666667,65,inferred_H3,2012,39,2012-09-24,2012/13,84,268,Pre-pandemic,345,-77,1,0,0,3,0.9,4,0,0,0,0,2012/13,3,0,0,0
0.27002257275010966,0.13599267222497757,0.4057850885617392,-0.10848818774292239,0.6549495979257944,0.9156666666666666,66,inferred_H3,2012,40,2012-10-01,2012/13,91,275,Pre-pandemic,345,-70,0,1,0,1,0.3,2,1,0,1,0,2012/13,2,0,0,0
0.3464937190376435,0.22229013402654205,0.4845279323130438,-0.013381081195389785,0.7485264862662823,0.97,67,inferred_H3,2012,41,2012-10-08,2012/13,98,282,Pre-pandemic,345,-63,1,1,0,2,0.6,4,1,0,2,0,2012/13,3,0,0,0
0.40247358959588625,0.2819280624105579,0.5333626858279783,0.03134229532766538,0.7893008822277646,0.9836666666666667,68,inferred_H3,2012,42,2012-10-15,2012/13,105,289,Pre-pandemic,345,-56,3,0,1,1,0.8,5,0,1,0,4,2012/13,2,2.5,3.258096538021482,0.8145241345053705
0.38099494295387726,0.2625525374108506,0.5069996977270598,0.039634503937966296,0.7567795123666299,0.9866666666666667,69,inferred_H3,2012,43,2012-10-22,2012/13,112,296,Pre-pandemic,345,-49,1,1,4,1,1,7,0.2,0.8,1,5,2012/13,6,4.666666666666667,0.6061358035703155,0.9660580853979495
0.3254960214805968,0.21176853481240507,0.44652799682207456,0.0035180890599798838,0.6959463327794627,0.9763333333333334,70,inferred_H3,2012,44,2012-10-29,2012/13,119,303,Pre-pandemic,345,-42,10,0,3,5,2.1,18,0,1,0,13,2012/13,8,6.75,0.36260140367638205,1.056708436317045
0.28652959921437215,0.16797053163827305,0.40619354423943776,-0.048174208099963436,0.6443276664891878,0.9553333333333334,71,inferred_H3,2012,45,2012-11-05,2012/13,126,310,Pre-pandemic,345,-35,3,2,1,4,1.1,10,0.6666666666666666,0.3333333333333333,4,2,2012/13,7,1.4285714285714286,-1.4999150598615867,0.6817296713516483
0.31477515064190853,0.20181939253802206,0.42219234091645463,-0.0028191614566248947,0.6488238979533267,0.9736666666666667,72,inferred_H3,2012,46,2012-11-12,2012/13,133,317,Pre-pandemic,345,-28,7,4,4,12,2.9,27,0.5,0.5,8,8,2012/13,20,5.4,1.280414499825878,0.1873091618027472
0.33945622102449313,0.23864291036573837,0.448682365824286,0.034102755545996656,0.6612478759211157,0.9823333333333333,73,inferred_H3,2012,47,2012-11-19,2012/13,140,324,Pre-pandemic,345,-21,5,0,7,24,3.4,36,0,1,0,12,2012/13,31,8.129032258064516,0.4029203284241942,0.13650529301621683
0.37832497079408556,0.2811787571465584,0.47786585700309664,0.09204951941391362,0.6774988095915606,0.9943333333333333,74,inferred_H3,2012,48,2012-11-26,2012/13,147,331,Pre-pandemic,345,-14,1,5,9,32,4.2,47,0.35714285714285715,0.6428571428571429,5,10,2012/13,46,9.195652173913043,0.12187836199917575,0.0763245325969153
0.42482585005350915,0.34046141897914706,0.52160581862633,0.16295306240283436,0.7051594545502731,0.9996666666666667,75,inferred_H3,2012,49,2012-12-03,2012/13,154,338,Pre-pandemic,345,-7,4,0,11,50,6,65,0,1,0,15,2012/13,61,11.721311475409836,0.24035717708760745,0.5113925918342138
0.4554809145425893,0.3670852446565439,0.5439688758741549,0.19513162177228627,0.7235878471393441,1,76,inferred_H3,2012,50,2012-12-10,2012/13,161,345,Pre-pandemic,345,0,6,4,30,131,14.2,171,0.1176470588235294,0.8823529411764706,5,35,2012/13,165,31.09090909090909,0.9702227173166309,0.43384464620690205
0.36724378526216417,0.2771724356068831,0.45069847811595787,0.11541371141576157,0.6117936633374434,0.997,77,inferred_H3,2012,51,2012-12-17,2012/13,168,352,Pre-pandemic,345,7,8,6,41,214,21.5,269,0.1276595744680851,0.8723404255319149,7,48,2012/13,261,42.25670498084291,0.3060000545425954,0.40961457773650234
0.23005200387814373,0.15590544808150786,0.3137756880716812,0.0012808077798241789,0.4593606925885486,0.9766666666666667,78,inferred_H3,2012,52,2012-12-24,2012/13,175,359,Pre-pandemic,345,14,15,18,45,237,25.7,315,0.2857142857142857,0.7142857142857143,22,56,2012/13,300,47.25,0.11144008802345846,0.40700500924257305
0.11440984350778294,0.03865932421367957,0.18911833716129878,-0.10816639969223453,0.3520504786969275,0.8453333333333334,79,inferred_H3,2012,1,2012-12-31,2012/13,182,366,Pre-pandemic,345,21,26,8,62,225,24,321,0.11428571428571428,0.8857142857142857,11,85,2012/13,295,67.46440677966102,0.3555144978247609,0.4357943394268614
-0.024147737976280448,-0.09763904991713068,0.04949391662135039,-0.2456135768612753,0.18854631768325894,0.41533333333333333,80,inferred_H3,2013,2,2013-01-07,2012/13,189,372,Pre-pandemic,345,27,25,33,44,142,19.7,244,0.42857142857142855,0.5714285714285714,44,58,2012/13,219,49.02283105022831,-0.318757399891432,0.11354931012484568
0.012716346685481383,-0.0604847780422999,0.08738549813337926,-0.19568948242247564,0.23137609157472755,0.5456666666666666,81,inferred_H3,2013,3,2013-01-14,2012/13,196,379,Pre-pandemic,345,34,21,18,39,76,15.7,154,0.3157894736842105,0.6842105263157895,25,53,2012/13,133,45.1578947368421,-0.08194679331500582,0.016562598160445384
0.16098107618751833,0.0929599214503749,0.23372223953331372,-0.04935345964359183,0.3697247058598453,0.934,82,inferred_H3,2013,4,2013-01-21,2012/13,203,386,Pre-pandemic,345,41,37,15,49,117,20.3,218,0.234375,0.765625,24,77,2012/13,181,59.01657458563536,0.26713421068448234,0.055486128825701364
0.259477492232695,0.19203351739560093,0.3293943990306689,0.06127113970540571,0.46618227840087767,0.9933333333333333,83,inferred_H3,2013,5,2013-01-28,2012/13,210,393,Pre-pandemic,345,48,70,30,69,127,25.5,296,0.30303030303030304,0.696969696969697,51,118,2012/13,226,90.3716814159292,0.42552555427247724,0.07298889293763045
0.22632315704247397,0.15528921446243493,0.2966832613383674,0.03214487797565795,0.4268867889604484,0.9863333333333333,84,inferred_H3,2013,6,2013-02-04,2012/13,217,400,Pre-pandemic,345,55,45,32,87,108,23,272,0.2689075630252101,0.7310924369747899,44,120,2012/13,227,104.2466960352423,0.14268208147861478,0.18834876328014213
0.19021287317771884,0.12697465945209552,0.25840531642514475,0.0034573633678711027,0.38489249960528127,0.9753333333333334,85,inferred_H3,2013,7,2013-02-11,2012/13,224,407,Pre-pandemic,345,62,54,33,94,107,21.9,288,0.25984251968503935,0.7401574803149606,47,134,2012/13,234,115.6923076923077,0.10407916471893687,0.23485525278862782
0.16204630567952316,0.09396925814399282,0.229260238525262,-0.01681648628447344,0.3527681526295208,0.9593333333333334,86,inferred_H3,2013,8,2013-02-18,2012/13,231,414,Pre-pandemic,345,69,52,50,139,84,26.3,325,0.26455026455026454,0.7354497354497355,64,177,2012/13,273,165.47619047619048,0.35763331889159805,0.25748002984040674
-0.03011903615950562,-0.09424344688316011,0.034528122497241354,-0.2218290047111999,0.14560253533398756,0.37733333333333335,87,inferred_H3,2013,9,2013-02-25,2012/13,238,421,Pre-pandemic,345,76,51,29,117,58,20.6,255,0.19863013698630136,0.8013698630136986,39,158,2012/13,204,146.25,-0.12343044115862478,0.12024103098263123
-0.08847476041502533,-0.1497235504227472,-0.02058322386096756,-0.2746568060405642,0.09295283873017782,0.18266666666666667,88,inferred_H3,2013,10,2013-03-04,2012/13,245,428,Pre-pandemic,345,83,37,41,90,51,19,219,0.31297709923664124,0.6870229007633588,53,115,2012/13,182,108.2967032967033,-0.30020333698685114,0.009519676366264745
0.051185313695356616,-0.010315477717082189,0.11450884792218652,-0.13583271792496587,0.24346409036688335,0.715,89,inferred_H3,2013,11,2013-03-11,2012/13,252,435,Pre-pandemic,345,90,48,31,121,42,20.8,242,0.20394736842105263,0.7960526315789473,41,159,2012/13,194,150.93814432989691,0.3317347402192499,0.06643357024134303
-0.04709420161209188,-0.10866200388978453,0.01843146265254525,-0.23931730971867773,0.14871036621514516,0.31333333333333335,90,inferred_H3,2013,12,2013-03-18,2012/13,259,442,Pre-pandemic,345,97,66,31,97,29,18,223,0.2421875,0.7578125,47,147,2012/13,157,137.77707006369428,-0.09116992484809101,-0.045767240693579264
