y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,agegroup,Year,Week,date,Season,time_rel,max_week,time_plot
-0.18810572950090176,-0.27597651202821655,-0.10429439675261523,-0.4398762716393681,0.055266713745015794,0.06333333333333334,70,Influenza A/H3,1-4,2024,18,2024-05-05,2023 to 2024,43,21,22
-0.15868618011525246,-0.24618361074177653,-0.0735940706892103,-0.42623046391918223,0.1007153288288062,0.10933333333333334,71,Influenza A/H3,1-4,2024,19,2024-05-12,2023 to 2024,44,21,23
-0.13466348235830927,-0.22603304237177377,-0.040419889538951204,-0.4295545038898249,0.1526865655379254,0.16966666666666666,72,Influenza A/H3,1-4,2024,20,2024-05-19,2023 to 2024,45,21,24
-0.11451358183882693,-0.19866730430571838,-0.028083831774731283,-0.3756756347125615,0.14562602392473636,0.188,73,Influenza A/H3,1-4,2024,21,2024-05-26,2023 to 2024,46,21,25
-0.09680646334842438,-0.18471073225863976,-0.0061997522745194265,-0.3671159505804369,0.15525857380532,0.235,74,Influenza A/H3,1-4,2024,22,2024-06-02,2023 to 2024,47,21,26
-0.07132583501310885,-0.17533293320298707,0.030276174253568724,-0.37246612909537274,0.21658625853996838,0.31233333333333335,75,Influenza A/H3,1-4,2024,23,2024-06-09,2023 to 2024,48,21,27
-0.043324535128965475,-0.13631745928456365,0.04956168729827889,-0.31499351973507317,0.23248855468289661,0.37533333333333335,76,Influenza A/H3,1-4,2024,24,2024-06-16,2023 to 2024,49,21,28
-0.006936705030125501,-0.10746227626889218,0.0889298090043712,-0.30703301455486814,0.27568969133565724,0.478,77,Influenza A/H3,1-4,2024,25,2024-06-23,2023 to 2024,50,21,29
0.01688045360293494,-0.0865360214359192,0.12530125893271388,-0.3108160526373021,0.34399172699186903,0.5426666666666666,78,Influenza A/H3,1-4,2024,26,2024-06-30,2023 to 2024,51,21,30
0.03398830167890313,-0.06165704226408286,0.13531259134877316,-0.26389018676535525,0.33169124656024934,0.5986666666666667,79,Influenza A/H3,1-4,2024,27,2024-07-07,2024 to 2025,0,22,-22
0.04164294581676381,-0.0550690711446694,0.1388413228930847,-0.24556278316774094,0.3274802422685244,0.618,80,Influenza A/H3,1-4,2024,28,2024-07-14,2024 to 2025,1,22,-21
0.03215077195025999,-0.0668443839538869,0.1406008859011974,-0.26787457564859424,0.3462910180286313,0.592,81,Influenza A/H3,1-4,2024,29,2024-07-21,2024 to 2025,2,22,-20
0.01854526612460438,-0.08294515917890641,0.11071227486469076,-0.262274943041419,0.3006618443884268,0.545,82,Influenza A/H3,1-4,2024,30,2024-07-28,2024 to 2025,3,22,-19
-0.008563619556896995,-0.10551646784121037,0.08903911751867562,-0.3005191867760358,0.2746618755022272,0.4736666666666667,83,Influenza A/H3,1-4,2024,31,2024-08-04,2024 to 2025,4,22,-18
-0.010979693788360223,-0.11690061738990173,0.09542825342449855,-0.3471704868361604,0.3096063435031957,0.4726666666666667,84,Influenza A/H3,1-4,2024,32,2024-08-11,2024 to 2025,5,22,-17
0.017802246403556488,-0.08735188895627802,0.11441169119632745,-0.28842608678078907,0.3020495839172699,0.542,85,Influenza A/H3,1-4,2024,33,2024-08-18,2024 to 2025,6,22,-16
0.06673882626082095,-0.02978522026677402,0.16307068020918297,-0.21587093005646107,0.3472899921767872,0.6786666666666666,86,Influenza A/H3,1-4,2024,34,2024-08-25,2024 to 2025,7,22,-15
0.12482379592100652,0.028285287011248855,0.22200782069507158,-0.17841281193830075,0.4361509736389322,0.8096666666666666,87,Influenza A/H3,1-4,2024,35,2024-09-01,2024 to 2025,8,22,-14
0.18645038515216025,0.1010185217505771,0.2749421583783787,-0.06030576610604782,0.46556108100886245,0.9256666666666666,88,Influenza A/H3,1-4,2024,36,2024-09-08,2024 to 2025,9,22,-13
0.2435660035838173,0.16086106057185814,0.33872671163575535,0.014601374738654967,0.5251549290881257,0.9793333333333333,89,Influenza A/H3,1-4,2024,37,2024-09-15,2024 to 2025,10,22,-12
0.26883876796938294,0.17855489161696375,0.37757646101743364,0.011293401785528547,0.591980149575721,0.9803333333333333,90,Influenza A/H3,1-4,2024,38,2024-09-22,2024 to 2025,11,22,-11
0.2602651544751131,0.17531398945816817,0.3483657118270429,0.02319767036718699,0.5402274645882591,0.9873333333333333,91,Influenza A/H3,1-4,2024,39,2024-09-29,2024 to 2025,12,22,-10
0.21295998387613158,0.13805569185016187,0.2922997551255212,-0.0034271612221475228,0.45900014174967035,0.974,92,Influenza A/H3,1-4,2024,40,2024-10-06,2024 to 2025,13,22,-9
0.16721656084783265,0.08533486108865929,0.24835876876263852,-0.06801633412424951,0.4170204764693397,0.9253333333333333,93,Influenza A/H3,1-4,2024,41,2024-10-13,2024 to 2025,14,22,-8
0.127943598588952,0.05390593238253688,0.19738511507812295,-0.07832642336200324,0.3377016473696332,0.8866666666666667,94,Influenza A/H3,1-4,2024,42,2024-10-20,2024 to 2025,15,22,-7
0.10274534915855638,0.030683179930681592,0.16966652001195914,-0.10661319627015234,0.30126271619287265,0.8336666666666667,95,Influenza A/H3,1-4,2024,43,2024-10-27,2024 to 2025,16,22,-6
0.11414679466915367,0.035265306760713044,0.18790107143231927,-0.11530892365615486,0.33749282719365675,0.8396666666666667,96,Influenza A/H3,1-4,2024,44,2024-11-03,2024 to 2025,17,22,-5
0.16739951252523166,0.10682700211794283,0.23089470158499553,-0.01664591964578508,0.3615930697882187,0.9626666666666667,97,Influenza A/H3,1-4,2024,45,2024-11-10,2024 to 2025,18,22,-4
0.26245374338061866,0.20455673216917314,0.3169254511191747,0.09932955159980195,0.42858187804313463,0.9986666666666667,98,Influenza A/H3,1-4,2024,46,2024-11-17,2024 to 2025,19,22,-3
0.33894704731144976,0.27643554634569756,0.40290293639927355,0.15456927666553796,0.53037198413789,0.9993333333333333,99,Influenza A/H3,1-4,2024,47,2024-11-24,2024 to 2025,20,22,-2
0.392035813114342,0.33950197966800777,0.4491498424492498,0.23965232387628527,0.555371055344797,1,100,Influenza A/H3,1-4,2024,48,2024-12-01,2024 to 2025,21,22,-1
0.42276833145709736,0.373198329612078,0.46918608220604974,0.28130228027561494,0.5526183558588713,1,101,Influenza A/H3,1-4,2024,49,2024-12-08,2024 to 2025,22,22,0
0.39871932183984393,0.34233781037894184,0.4541394112079442,0.2401662260975234,0.5585862327567034,1,102,Influenza A/H3,1-4,2024,50,2024-12-15,2024 to 2025,23,22,1
0.3206316135455549,0.27811957356210226,0.3643116444182042,0.19587013264566094,0.4502382233930085,1,103,Influenza A/H3,1-4,2024,51,2024-12-22,2024 to 2025,24,22,2
0.2057923680143845,0.17204834008504144,0.24061625850210566,0.10590519164694792,0.30321473697180557,1,104,Influenza A/H3,1-4,2024,52,2024-12-29,2024 to 2025,25,22,3
0.10899426807933565,0.06680371218537617,0.15183556376145235,-0.0162652729052327,0.23234049442889745,0.959,105,Influenza A/H3,1-4,2025,2,2025-01-12,2024 to 2025,26,22,4
0.04473864300232,0.012437400275964627,0.07734162949332446,-0.05080735903451365,0.14487281445709985,0.8263333333333334,106,Influenza A/H3,1-4,2025,3,2025-01-19,2024 to 2025,27,22,5
0.0034091599014560714,-0.02863352140705122,0.03447994329858295,-0.08890890551985331,0.09363767534151271,0.5263333333333333,107,Influenza A/H3,1-4,2025,4,2025-01-26,2024 to 2025,28,22,6
-0.06067116097096115,-0.10114152398478349,-0.02126568932967654,-0.17551276463532048,0.05545650063688078,0.15033333333333335,108,Influenza A/H3,1-4,2025,5,2025-02-02,2024 to 2025,29,22,7
-0.15903258676197352,-0.1898822197331842,-0.12627304337974654,-0.24800389612101115,-0.06311622314713707,6.666666666666666e-4,109,Influenza A/H3,1-4,2025,6,2025-02-09,2024 to 2025,30,22,8
-0.2703447253614297,-0.3097217758794757,-0.23109193223475732,-0.386790898193128,-0.1604979930181352,0,110,Influenza A/H3,1-4,2025,7,2025-02-16,2024 to 2025,31,22,9
-0.3340569215531555,-0.38091886525738605,-0.2840014586738093,-0.4760235659686648,-0.19139637496865508,0,111,Influenza A/H3,1-4,2025,8,2025-02-23,2024 to 2025,32,22,10
-0.3290211520465356,-0.36747711987966747,-0.2878400894897484,-0.4451654156702078,-0.2117842519085294,0,112,Influenza A/H3,1-4,2025,10,2025-03-09,2024 to 2025,33,22,11
-0.2752381562416135,-0.32274211036375844,-0.22339616544008511,-0.4231395214196282,-0.13128664994527575,0,113,Influenza A/H3,1-4,2025,11,2025-03-16,2024 to 2025,34,22,12
-0.24790944769844114,-0.3135289682289807,-0.18766574963205185,-0.42557871418933363,-0.06322663159008438,0.004333333333333333,114,Influenza A/H3,1-4,2025,12,2025-03-23,2024 to 2025,35,22,13
-0.2692785063180194,-0.32554171620491235,-0.2149202573763601,-0.42896823677969237,-0.11310475634603502,0,115,Influenza A/H3,1-4,2025,13,2025-03-30,2024 to 2025,36,22,14
-0.3249388752672413,-0.3895573429861634,-0.2637076553684258,-0.5163553602817121,-0.15370859285088276,0,116,Influenza A/H3,1-4,2025,14,2025-04-06,2024 to 2025,37,22,15
-0.3678619650500452,-0.44950219872552366,-0.29704312878446737,-0.610547185647881,-0.1549209922474204,3.333333333333333e-4,117,Influenza A/H3,1-4,2025,15,2025-04-13,2024 to 2025,38,22,16
-0.39299665082788904,-0.46880171898601164,-0.3227589986872113,-0.6121804370333677,-0.19875997967130035,0,118,Influenza A/H3,1-4,2025,16,2025-04-20,2024 to 2025,39,22,17
-0.3950966197067647,-0.47654919522438377,-0.3189056399548634,-0.6407837162037451,-0.17726179552431182,0,119,Influenza A/H3,1-4,2025,17,2025-04-27,2024 to 2025,40,22,18
-0.38101419102293377,-0.4760753116726343,-0.29383150951537196,-0.6782089449343258,-0.12496898988704397,0.001,120,Influenza A/H3,1-4,2025,18,2025-05-04,2024 to 2025,41,22,19
-0.35462938468501437,-0.4440934539349551,-0.2709663351673519,-0.6228004295558832,-0.11605295108050949,0.0013333333333333333,121,Influenza A/H3,1-4,2025,19,2025-05-11,2024 to 2025,42,22,20
-0.31812508790545424,-0.4154781123934393,-0.2265549730544939,-0.6118267790806413,-0.04860155531867167,0.010333333333333333,122,Influenza A/H3,1-4,2025,20,2025-05-18,2024 to 2025,43,22,21
-0.28124475463099013,-0.39195076253518224,-0.17926468247820415,-0.6082958562219093,0.030193213799602672,0.03666666666666667,123,Influenza A/H3,1-4,2025,21,2025-05-25,2024 to 2025,44,22,22
-0.25227999645293087,-0.35546111153691856,-0.14952986541518073,-0.566527700813671,0.04847550523178947,0.050333333333333334,124,Influenza A/H3,1-4,2025,22,2025-06-01,2024 to 2025,45,22,23
-0.22577230344676363,-0.3383325794907277,-0.1191750214901148,-0.5652632344875618,0.09884282150765,0.08366666666666667,125,Influenza A/H3,1-4,2025,23,2025-06-08,2024 to 2025,46,22,24
-0.2041552212272852,-0.3283294002002991,-0.08526353936471254,-0.5665544326188459,0.1504862096752094,0.12633333333333333,126,Influenza A/H3,1-4,2025,24,2025-06-15,2024 to 2025,47,22,25
-0.19329538809131977,-0.305129947406613,-0.08118090463216845,-0.5430372100255392,0.14430692393834624,0.12833333333333333,127,Influenza A/H3,1-4,2025,25,2025-06-22,2024 to 2025,48,22,26
-0.18116028339202972,-0.29511215859063067,-0.06945115931549209,-0.5484030598852752,0.1725179805986641,0.13733333333333334,128,Influenza A/H3,1-4,2025,26,2025-06-29,2024 to 2025,49,22,27
-0.17167111467254426,-0.29131378825732995,-0.04472595414635706,-0.5472275060677679,0.2114502524964811,0.178,129,Influenza A/H3,1-4,2025,27,2025-07-06,2025 to 2026,0,14,-14
-0.14964263688719748,-0.26561238566231316,-0.03611666054189114,-0.5021716264749231,0.2019428926481359,0.192,130,Influenza A/H3,1-4,2025,28,2025-07-13,2025 to 2026,1,14,-13
-0.11967082814609342,-0.23656456232580497,-8.127588236471611e-4,-0.48487914422316875,0.2269789668657421,0.24866666666666667,131,Influenza A/H3,1-4,2025,29,2025-07-20,2025 to 2026,2,14,-12
-0.06753412584095397,-0.19649741729852305,0.06109661668521893,-0.4535558394718891,0.2992337792868071,0.36,132,Influenza A/H3,1-4,2025,30,2025-07-27,2025 to 2026,3,14,-11
0.0031765500111794465,-0.11441877239168155,0.12796633608346908,-0.3470981599036488,0.3520386689218485,0.51,133,Influenza A/H3,1-4,2025,31,2025-08-03,2025 to 2026,4,14,-10
0.10065294008384784,-0.01690561574671387,0.21795731705100296,-0.25872137439591403,0.439989749327056,0.7223333333333334,134,Influenza A/H3,1-4,2025,32,2025-08-10,2025 to 2026,5,14,-9
0.20543034554656142,0.0732261667308156,0.3267396151725205,-0.17942343200821925,0.5684891516317542,0.8606666666666667,135,Influenza A/H3,1-4,2025,33,2025-08-17,2025 to 2026,6,14,-8
0.30546122037204737,0.1842986312939786,0.41456497827610306,-0.025968478853194612,0.6527283501343499,0.9623333333333334,136,Influenza A/H3,1-4,2025,34,2025-08-24,2025 to 2026,7,14,-7
0.40634083164167745,0.2982951752744566,0.5169739756131463,0.09447212641702053,0.7554727865718138,0.9943333333333333,137,Influenza A/H3,1-4,2025,35,2025-08-31,2025 to 2026,8,14,-6
0.5098547500879487,0.39853352400253117,0.6250266186612858,0.18613657282700005,0.8797771339431223,0.998,138,Influenza A/H3,1-4,2025,36,2025-09-07,2025 to 2026,9,14,-5
0.6106331745290583,0.5074477259628473,0.7154608618826728,0.3421810051215452,0.9400672581255007,1,139,Influenza A/H3,1-4,2025,37,2025-09-14,2025 to 2026,10,14,-4
0.706940680327804,0.6163982997127329,0.7998708499312027,0.4579551673657448,1.0060075970898716,1,140,Influenza A/H3,1-4,2025,38,2025-09-21,2025 to 2026,11,14,-3
0.7761891460998684,0.6838098118522815,0.8725053715392785,0.5209646446966288,1.0742781376617814,1,141,Influenza A/H3,1-4,2025,39,2025-09-28,2025 to 2026,12,14,-2
0.8167613445415132,0.7394785493555066,0.8965138740515926,0.6024957173029509,1.0567794651895301,1,142,Influenza A/H3,1-4,2025,40,2025-10-05,2025 to 2026,13,14,-1
0.8242385623437021,0.7656583090364598,0.887392238658527,0.6566101062521152,1.0115196103967226,1,143,Influenza A/H3,1-4,2025,41,2025-10-12,2025 to 2026,14,14,0
0.8095441381369246,0.7538460022350578,0.866043251410712,0.6579420242818993,0.9766818158950342,1,144,Influenza A/H3,1-4,2025,42,2025-10-19,2025 to 2026,15,14,1
0.7713324818501062,0.7270543773082467,0.814800536503846,0.6473673573982458,0.8963112348787854,1,145,Influenza A/H3,1-4,2025,43,2025-10-26,2025 to 2026,16,14,2
0.7171755533544695,0.6447836525585953,0.7900207226722784,0.5209348712953065,0.9184073062093814,1,146,Influenza A/H3,1-4,2025,44,2025-11-02,2025 to 2026,17,14,3
0.2262918470597356,0.0443196397536009,0.3957721851467878,-0.28881787631471084,0.7825529010547665,0.8053333333333333,27,Influenza A/H3,5-14,2023,27,2023-07-09,2023 to 2024,0,21,-21
0.13933060744485737,-0.018036578400760145,0.2921058223141153,-0.3162363987814023,0.6273827031211235,0.723,28,Influenza A/H3,5-14,2023,28,2023-07-16,2023 to 2024,1,21,-20
0.047882196437629865,-0.10380892577802571,0.19364989365545812,-0.40283781381122685,0.4852001387799216,0.5886666666666667,29,Influenza A/H3,5-14,2023,29,2023-07-23,2023 to 2024,2,21,-19
-0.01655024002478389,-0.16764521578414315,0.14702298464497102,-0.5062222085860028,0.4450921583121986,0.4676666666666667,30,Influenza A/H3,5-14,2023,30,2023-07-30,2023 to 2024,3,21,-18
-0.023535081265837806,-0.16695089056190127,0.11069043361035244,-0.4780411117410435,0.39934242563731603,0.45266666666666666,31,Influenza A/H3,5-14,2023,31,2023-08-06,2023 to 2024,4,21,-17
0.006638772061309445,-0.13465742667919942,0.1379726743595576,-0.4283423510712382,0.43104958548390887,0.512,32,Influenza A/H3,5-14,2023,32,2023-08-13,2023 to 2024,5,21,-16
0.07758017893707325,-0.07085931554828977,0.2255748424589703,-0.37131906432071726,0.5433304574246498,0.6373333333333333,33,Influenza A/H3,5-14,2023,33,2023-08-20,2023 to 2024,6,21,-15
0.19426170024316006,0.06751746311992027,0.3360598447573666,-0.1800721671825925,0.6148115366987074,0.847,34,Influenza A/H3,5-14,2023,34,2023-08-27,2023 to 2024,7,21,-14
0.34315029488165316,0.21859584913776256,0.47437557146732234,-0.018100173879081614,0.7427516887884856,0.9706666666666667,35,Influenza A/H3,5-14,2023,35,2023-09-03,2023 to 2024,8,21,-13
0.4209257823120685,0.2874635981306241,0.5607194414899621,0.04041933898268135,0.8486332138837851,0.9846666666666667,36,Influenza A/H3,5-14,2023,36,2023-09-10,2023 to 2024,9,21,-12
0.414369776449521,0.2930366139434053,0.5359789047342649,0.09231287236860533,0.7973473872427752,0.9936666666666667,37,Influenza A/H3,5-14,2023,37,2023-09-17,2023 to 2024,10,21,-11
0.3355023063966587,0.22357172124593178,0.4491259783834243,0.017108720574077734,0.6906625821900392,0.9806666666666667,38,Influenza A/H3,5-14,2023,38,2023-09-24,2023 to 2024,11,21,-10
0.24860890200632468,0.1245905369938769,0.37108881283363343,-0.11974477523590948,0.625976846902249,0.916,39,Influenza A/H3,5-14,2023,39,2023-10-01,2023 to 2024,12,21,-9
0.1642743136798398,0.06115117167193207,0.2683369120415554,-0.13673203961191285,0.48831806870285993,0.8596666666666667,40,Influenza A/H3,5-14,2023,40,2023-10-08,2023 to 2024,13,21,-8
0.09426974126484744,-0.003003864758356012,0.1925239742114735,-0.18410182867234132,0.37144645172846286,0.7426666666666667,41,Influenza A/H3,5-14,2023,41,2023-10-15,2023 to 2024,14,21,-7
0.0539631810951553,-0.052873788467845906,0.16687733798302212,-0.2729702590745648,0.37409329905156247,0.6266666666666667,42,Influenza A/H3,5-14,2023,42,2023-10-22,2023 to 2024,15,21,-6
0.05445882227630383,-0.040895759989732605,0.14718431647802765,-0.21673524528487811,0.32350681452655744,0.652,43,Influenza A/H3,5-14,2023,43,2023-10-29,2023 to 2024,16,21,-5
0.0990946192279325,0.014286545784480076,0.18755531347657128,-0.15197556049390798,0.3410258505106354,0.7836666666666666,44,Influenza A/H3,5-14,2023,44,2023-11-05,2023 to 2024,17,21,-4
0.22927645753796488,0.13398020674205202,0.3174014360222033,-0.05451554568672127,0.5030057070466462,0.943,45,Influenza A/H3,5-14,2023,45,2023-11-12,2023 to 2024,18,21,-3
0.4406046391960101,0.37142673863351605,0.5116738204608028,0.23558565296883835,0.6650101953919667,1,46,Influenza A/H3,5-14,2023,46,2023-11-19,2023 to 2024,19,21,-2
0.687755650563018,0.6123548703628424,0.7658266290444184,0.46330678648033846,0.9113204562497987,1,47,Influenza A/H3,5-14,2023,47,2023-11-26,2023 to 2024,20,21,-1
0.716140548548758,0.6165981956900631,0.8184186201887657,0.4407510693480143,1.001095322402183,1,48,Influenza A/H3,5-14,2023,48,2023-12-03,2023 to 2024,21,21,0
0.46747159427520435,0.39233702234451084,0.5449060457980808,0.2584559708789535,0.6941694997861376,1,49,Influenza A/H3,5-14,2023,49,2023-12-10,2023 to 2024,22,21,1
0.03827190192396257,-0.005424454939435774,0.07909976434124677,-0.08819846777443353,0.15827946748532754,0.717,50,Influenza A/H3,5-14,2023,50,2023-12-17,2023 to 2024,23,21,2
-0.19317586591057445,-0.25642230042090564,-0.13626310286357968,-0.36316333737275425,-0.01005219861706307,0.021666666666666667,51,Influenza A/H3,5-14,2023,51,2023-12-24,2023 to 2024,24,21,3
-0.13254049283616798,-0.18384970826779723,-0.08070236473299364,-0.26876332991526863,0.021812999850691565,0.044333333333333336,52,Influenza A/H3,5-14,2023,52,2023-12-31,2023 to 2024,25,21,4
