y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,days_from_start
0.1070040566189312,0.06136440044343261,0.15492340806841587,-0.01896144385334155,0.24339005666447536,0.949,147,Influenza A/H3,2012,8,2012-02-20,2011/12,231
-0.02367731901407133,-0.05992974611284452,0.014395591294491306,-0.13011373802183349,0.08410045631838528,0.3353333333333333,148,Influenza A/H3,2012,9,2012-02-27,2011/12,238
-0.14910643441472882,-0.18647175193116383,-0.10888705488178463,-0.26976085549123147,-0.0396227881485528,0.005666666666666667,149,Influenza A/H3,2012,10,2012-03-05,2011/12,245
-0.239066865542378,-0.2875199844384939,-0.19071331085768084,-0.3866844760839017,-0.10086703195025444,0,150,Influenza A/H3,2012,11,2012-03-12,2011/12,252
-0.2860245189425914,-0.32760382072554406,-0.24548181338759645,-0.40119053011163763,-0.17258211674507604,0,151,Influenza A/H3,2012,12,2012-03-19,2011/12,259
-0.29547595393785064,-0.34165367441016303,-0.25083051525199873,-0.42792372734904455,-0.16419843730289657,0,152,Influenza A/H3,2012,13,2012-03-26,2011/12,266
-0.29106323995381045,-0.35028459325073746,-0.23597088782027764,-0.46121355126115815,-0.12914256100335952,3.333333333333333e-4,153,Influenza A/H3,2012,14,2012-04-02,2011/12,273
-0.2776400900066891,-0.32962859335423356,-0.23077704610053784,-0.42190903339838326,-0.1365080655020532,3.333333333333333e-4,154,Influenza A/H3,2012,15,2012-04-09,2011/12,280
-0.26216452482329666,-0.3172926423063942,-0.20686098570366385,-0.4260975087709542,-0.10379367004315028,0.001,155,Influenza A/H3,2012,16,2012-04-16,2011/12,287
-0.24111828606703445,-0.3108647475919827,-0.17864234531919831,-0.43913228695545276,-0.049336842077959214,0.007,156,Influenza A/H3,2012,17,2012-04-23,2011/12,294
-0.22143098498483305,-0.2833823275274526,-0.16448758291114107,-0.40676435473817313,-0.05565175341988444,0.0033333333333333335,157,Influenza A/H3,2012,18,2012-04-30,2011/12,301
-0.20287379699254848,-0.27292110002736525,-0.1408222676346036,-0.40975626767871626,-0.024200153721680044,0.014333333333333333,158,Influenza A/H3,2012,19,2012-05-07,2011/12,308
-0.19205110805801517,-0.27178873625267047,-0.11328340715798879,-0.4249985534279359,0.0352868947132266,0.04466666666666667,159,Influenza A/H3,2012,20,2012-05-14,2011/12,315
-0.18424718152717456,-0.25523745259880326,-0.11604986927460592,-0.39410890047667185,0.017230181947703885,0.035,160,Influenza A/H3,2012,21,2012-05-21,2011/12,322
-0.17774264293203834,-0.2508943822132916,-0.10590450214064989,-0.3948220456385467,0.02299365395372768,0.042666666666666665,161,Influenza A/H3,2012,22,2012-05-28,2011/12,329
-0.1702534283374404,-0.2543530207520335,-0.08566310288436507,-0.41949231305693885,0.06902306138904885,0.08233333333333333,162,Influenza A/H3,2012,23,2012-06-04,2011/12,336
-0.15528904344590055,-0.2303511719224604,-0.08097370915535579,-0.37921218329068873,0.06834743308808772,0.08033333333333334,163,Influenza A/H3,2012,24,2012-06-11,2011/12,343
-0.13617415378645314,-0.21084596930978483,-0.057596483633457485,-0.36910761397464137,0.09449084573131897,0.11266666666666666,164,Influenza A/H3,2012,25,2012-06-18,2011/12,350
-0.10950182058729063,-0.1957969336858209,-0.02428869386552701,-0.3584314454587713,0.14723634154051568,0.18966666666666668,165,Influenza A/H3,2012,26,2012-06-25,2011/12,357
-0.0840475224673769,-0.16206411957608868,-0.004157412784585757,-0.31375280442836434,0.15932255321670888,0.23833333333333334,166,Influenza A/H3,2012,27,2012-07-02,2012/13,0
-0.05157491730926267,-0.13404964957544713,0.029608096152647034,-0.288933205353277,0.18726167901672786,0.324,167,Influenza A/H3,2012,28,2012-07-09,2012/13,7
-0.02647509691754374,-0.121339371761218,0.06599605790977148,-0.2922267153642834,0.2485967082482495,0.43133333333333335,168,Influenza A/H3,2012,29,2012-07-16,2012/13,14
-0.007055792225863389,-0.09200827150311547,0.07764362170699696,-0.2516440636430294,0.23525077283718002,0.4736666666666667,169,Influenza A/H3,2012,30,2012-07-23,2012/13,21
0.005647369662266699,-0.07718366298601986,0.0912443116696304,-0.24147970571443061,0.2424385908419403,0.5203333333333333,170,Influenza A/H3,2012,31,2012-07-30,2012/13,28
0.01791191191872299,-0.07883628282335069,0.10815778844760776,-0.2542258239453556,0.2783897469464329,0.544,171,Influenza A/H3,2012,32,2012-08-06,2012/13,35
0.021434576806316885,-0.06537098482982434,0.10371834211709136,-0.2283924300431105,0.24601925128635843,0.568,172,Influenza A/H3,2012,33,2012-08-13,2012/13,42
0.023346133454568596,-0.06125034494674714,0.10281003058317473,-0.22017564232286138,0.2599639451711622,0.5703333333333334,173,Influenza A/H3,2012,34,2012-08-20,2012/13,49
0.02287905441540561,-0.07023488032455044,0.11414395485106232,-0.24139576189888098,0.29533513885581497,0.5663333333333334,174,Influenza A/H3,2012,35,2012-08-27,2012/13,56
0.0220522012724107,-0.05525872339938259,0.10653937902948613,-0.2155148643875749,0.2770095653795206,0.5723333333333334,175,Influenza A/H3,2012,36,2012-09-03,2012/13,63
0.030743546319778325,-0.05031157002833614,0.11272440877641554,-0.20731696736070135,0.2696782225947446,0.5946666666666667,176,Influenza A/H3,2012,37,2012-09-10,2012/13,70
0.04472671979845788,-0.044391867472254376,0.13091902295499885,-0.22193673376697157,0.3042359135748058,0.637,177,Influenza A/H3,2012,38,2012-09-17,2012/13,77
0.06257911843125163,-0.012408282010162974,0.14208822634013962,-0.16739977776491893,0.3039503897539437,0.7113333333333334,178,Influenza A/H3,2012,39,2012-09-24,2012/13,84
0.0900447325831335,0.008079801648020857,0.17440446918793845,-0.14158204682826345,0.3342863805687451,0.7736666666666666,179,Influenza A/H3,2012,40,2012-10-01,2012/13,91
0.12124565026351386,0.037109732848863264,0.2106961622564268,-0.12834116166398046,0.38445090086497286,0.8303333333333334,180,Influenza A/H3,2012,41,2012-10-08,2012/13,98
0.15652570355389028,0.08465154756265797,0.235766512796526,-0.05875472090939905,0.3822013256174514,0.9273333333333333,181,Influenza A/H3,2012,42,2012-10-15,2012/13,105
0.19890846862015854,0.12962065168258685,0.2680854147790305,0.0016772027702880617,0.40441716489205415,0.9766666666666667,182,Influenza A/H3,2012,43,2012-10-22,2012/13,112
0.2409097774223481,0.16362378548499834,0.3163620194277871,0.01976076242381267,0.4691774209143018,0.9836666666666667,183,Influenza A/H3,2012,44,2012-10-29,2012/13,119
0.28226678758095547,0.21896338720031416,0.3492619610269571,0.09361155418729536,0.47970514292054645,0.9996666666666667,184,Influenza A/H3,2012,45,2012-11-05,2012/13,126
0.33039654272172214,0.27079570782934914,0.39005879067521154,0.16994066209691122,0.5050108639673948,1,185,Influenza A/H3,2012,46,2012-11-12,2012/13,133
0.39780771990049835,0.33328418727837206,0.46525465588810244,0.21652634424300887,0.593386896924303,1,186,Influenza A/H3,2012,47,2012-11-19,2012/13,140
0.48802016624358924,0.4331490869442156,0.5432382450848192,0.33674261691225094,0.6451203697025222,1,187,Influenza A/H3,2012,48,2012-11-26,2012/13,147
0.5726213574186443,0.528737913814151,0.6156942363836888,0.446836071585046,0.7022471596347768,1,188,Influenza A/H3,2012,49,2012-12-03,2012/13,154
0.5484383127106338,0.49990536290146315,0.5953018796613694,0.40972896996607644,0.6934123071595927,1,189,Influenza A/H3,2012,50,2012-12-10,2012/13,161
0.38529490509052966,0.34756482260278965,0.4249525599789381,0.2781925271594117,0.49929107675511736,1,190,Influenza A/H3,2012,51,2012-12-17,2012/13,168
0.13158632117767466,0.09844384118672722,0.1649983802858812,0.03606023632257132,0.22603883450757,0.9963333333333333,191,Influenza A/H3,2012,52,2012-12-24,2012/13,175
-0.04513107084695367,-0.08540779516194408,-0.004081337564228349,-0.1582983105499893,0.06998646234656845,0.226,192,Influenza A/H3,2012,1,2012-12-31,2012/13,182
-0.10010369328736424,-0.128560592476892,-0.06798065572069611,-0.18732322604185728,-0.007992087016529712,0.016,193,Influenza A/H3,2013,2,2013-01-07,2012/13,189
-0.05272325295338831,-0.08114544417841629,-0.02299934637742229,-0.1416223714522468,0.03452478238174698,0.11233333333333333,194,Influenza A/H3,2013,3,2013-01-14,2012/13,196
0.003414498023283752,-0.03492108357058199,0.04280797335744091,-0.11075233092623804,0.11612352047249766,0.525,195,Influenza A/H3,2013,4,2013-01-21,2012/13,203
0.04790273104252796,0.018563591228500265,0.0778692568468653,-0.036356789307064895,0.1360062242217076,0.8613333333333333,196,Influenza A/H3,2013,5,2013-01-28,2012/13,210
0.07724153643235487,0.04878808067993168,0.10538113916122827,-0.006046377163801363,0.15873871286267857,0.9633333333333334,197,Influenza A/H3,2013,6,2013-02-04,2012/13,217
0.07066642080885721,0.03193850197748316,0.10658995246435365,-0.03848137582183626,0.1734213700993172,0.8996666666666666,198,Influenza A/H3,2013,7,2013-02-11,2012/13,224
0.02330601315299896,-0.007993281016980491,0.053685417480556774,-0.06171510217367757,0.1097586148815252,0.6956666666666667,199,Influenza A/H3,2013,8,2013-02-18,2012/13,231
-0.050048514161554536,-0.07904194498379424,-0.020427590306221655,-0.13665756513795288,0.03509954564105178,0.12166666666666667,200,Influenza A/H3,2013,9,2013-02-25,2012/13,238
-0.0984941873446381,-0.13540201313283684,-0.06094056266669523,-0.20255706230469328,0.010946433105352898,0.036333333333333336,201,Influenza A/H3,2013,10,2013-03-04,2012/13,245
-0.10745041383805631,-0.13701565266170967,-0.07936789856693816,-0.19060868168069284,-0.026025500688410117,0.006,202,Influenza A/H3,2013,11,2013-03-11,2012/13,252
-0.0932886338865111,-0.12578239089859222,-0.06107227538922633,-0.1895130318941206,5.59656064915627e-4,0.026333333333333334,203,Influenza A/H3,2013,12,2013-03-18,2012/13,259
-0.11145305609891487,-0.15152877823477628,-0.06882156319554711,-0.22870411308253819,0.01027327729447048,0.035666666666666666,204,Influenza A/H3,2013,13,2013-03-25,2012/13,266
-0.17291722971700496,-0.206900033070603,-0.1390457639805167,-0.2770381644042348,-0.07460143694035755,3.333333333333333e-4,205,Influenza A/H3,2013,14,2013-04-01,2012/13,273
-0.270569201235205,-0.31307598494793343,-0.2272771336852042,-0.39646535714140246,-0.15305122899305912,0,206,Influenza A/H3,2013,15,2013-04-08,2012/13,280
-0.36343235112355377,-0.41763604513055674,-0.30954986474275525,-0.5203904746871136,-0.21635583064752548,0,207,Influenza A/H3,2013,16,2013-04-15,2012/13,287
-0.44423993491935976,-0.49177750703617773,-0.39785660953955637,-0.5910108383181408,-0.3049795994707732,0,208,Influenza A/H3,2013,17,2013-04-22,2012/13,294
-0.5035427326924755,-0.5616753205548239,-0.44657416984849263,-0.6878975466576708,-0.3393983598509958,0,209,Influenza A/H3,2013,18,2013-04-29,2012/13,301
-0.5223033215777906,-0.5942873564613864,-0.45391075548021553,-0.7379874167851855,-0.3177144653871217,0,210,Influenza A/H3,2013,19,2013-05-06,2012/13,308
-0.49586877578584665,-0.5599776585720186,-0.4296589875071064,-0.6958701835697787,-0.30591754286545464,0,211,Influenza A/H3,2013,20,2013-05-13,2012/13,315
-0.42603802360705023,-0.50014705506559,-0.3518750504217114,-0.6529357416711163,-0.21854059096001022,0,212,Influenza A/H3,2013,21,2013-05-20,2012/13,322
-0.3480653082021068,-0.4336198607437127,-0.26226551306528895,-0.6021910315877639,-0.09624142830399898,0.0036666666666666666,213,Influenza A/H3,2013,22,2013-05-27,2012/13,329
-0.2647416751138252,-0.34916050077354466,-0.18401849597202996,-0.5002744158099693,-0.03447862343760777,0.010333333333333333,214,Influenza A/H3,2013,23,2013-06-03,2012/13,336
-0.18245499093588252,-0.26847370648402336,-0.09856721982364014,-0.4411087385112856,0.062493659908888326,0.074,215,Influenza A/H3,2013,24,2013-06-10,2012/13,343
-0.11009361229326231,-0.21315388725500609,-0.018206296116184517,-0.4025919637806527,0.16546548977645026,0.21633333333333332,216,Influenza A/H3,2013,25,2013-06-17,2012/13,350
-0.05717464584905596,-0.14916298641094428,0.03281466189411428,-0.3281140586636148,0.20538821061886578,0.3313333333333333,217,Influenza A/H3,2013,26,2013-06-24,2012/13,357
-0.022072635044772526,-0.11146379514597207,0.06873413284904772,-0.29785326016608155,0.24825112114556816,0.43566666666666665,218,Influenza A/H3,2013,27,2013-07-01,2013/14,0
-0.0014290111399971606,-0.10422660929483177,0.09327916084046055,-0.2987034998716839,0.29645091868743106,0.49466666666666664,219,Influenza A/H3,2013,28,2013-07-08,2013/14,7
-0.005077478511082367,-0.1021866601060899,0.08642283788065014,-0.2771178889033675,0.26814722414467146,0.4866666666666667,220,Influenza A/H3,2013,29,2013-07-15,2013/14,14
-0.020215809354536117,-0.11861831615470408,0.07188290594557406,-0.30020124526590525,0.23271233574869138,0.43933333333333335,221,Influenza A/H3,2013,30,2013-07-22,2013/14,21
-0.030060626845791028,-0.1329048491896744,0.07270713804098894,-0.3394056893206027,0.27034956816441313,0.42633333333333334,222,Influenza A/H3,2013,31,2013-07-29,2013/14,28
-0.016586725166253313,-0.11544489388606385,0.07105182443116365,-0.31152210017635673,0.2759349754204359,0.45666666666666667,223,Influenza A/H3,2013,32,2013-08-05,2013/14,35
0.007157763255833616,-0.08927116508995439,0.09943024144558803,-0.2819743754848971,0.2905068465644363,0.5186666666666667,224,Influenza A/H3,2013,33,2013-08-12,2013/14,42
0.03614621554367939,-0.06398424297234678,0.14229414219910344,-0.25880390233901734,0.3435403329574451,0.595,225,Influenza A/H3,2013,34,2013-08-19,2013/14,49
0.06949113460685938,-0.01939997940359478,0.16163328168287827,-0.18440705254216513,0.3469288213071476,0.702,226,Influenza A/H3,2013,35,2013-08-26,2013/14,56
0.1037419831849653,0.013738544946297171,0.19388405109166518,-0.14951554899847716,0.3676885179266773,0.7836666666666666,227,Influenza A/H3,2013,36,2013-09-02,2013/14,63
0.12127978079250129,0.026143024358839417,0.21871120835663477,-0.14609505860570204,0.3960932937629611,0.8043333333333333,228,Influenza A/H3,2013,37,2013-09-09,2013/14,70
0.12447821324704123,0.035254573838909176,0.20947735125366423,-0.12264085448860008,0.37324456412540324,0.828,229,Influenza A/H3,2013,38,2013-09-16,2013/14,77
0.10900206198330539,0.024063469353227118,0.19527205382370993,-0.1374382239051824,0.37211501558146265,0.8076666666666666,230,Influenza A/H3,2013,39,2013-09-23,2013/14,84
0.10408125780068783,0.010985815372876018,0.2005861176046973,-0.16806852392142807,0.3965170711328389,0.7743333333333333,231,Influenza A/H3,2013,40,2013-09-30,2013/14,91
0.11823229249327316,0.02876190880532692,0.20635750208243242,-0.13765580522211363,0.3863983618500376,0.818,232,Influenza A/H3,2013,41,2013-10-07,2013/14,98
0.13902257188921752,0.05204866934074143,0.2247298124695049,-0.10554284420116479,0.39071998666927193,0.864,233,Influenza A/H3,2013,42,2013-10-14,2013/14,105
0.1444653970894596,0.05456500192596436,0.23205564888493851,-0.10909384183335362,0.3993797490520072,0.8646666666666667,234,Influenza A/H3,2013,43,2013-10-21,2013/14,112
0.12521840405573015,0.05061622733445559,0.20410811112250016,-0.08796658528702628,0.3477480541137286,0.874,235,Influenza A/H3,2013,44,2013-10-28,2013/14,119
0.09923106310152752,0.02696782519561458,0.1717304720671199,-0.10600384057498777,0.31154718289330696,0.8263333333333334,236,Influenza A/H3,2013,45,2013-11-04,2013/14,126
0.09607733740472635,0.018318498963325824,0.17667436033596873,-0.14541071815158668,0.345443044772233,0.8006666666666666,237,Influenza A/H3,2013,46,2013-11-11,2013/14,133
0.12773750149959162,0.05593596617531582,0.20147885296624035,-0.08114511147231658,0.34947792388742593,0.887,238,Influenza A/H3,2013,47,2013-11-18,2013/14,140
0.18915401785155206,0.1174580036981655,0.2587144372613329,-0.004781130052764509,0.40653663197599726,0.9716666666666667,239,Influenza A/H3,2013,48,2013-11-25,2013/14,147
0.23700830839004117,0.15907782876855614,0.31661897627510016,0.019556094479842513,0.46861564002223005,0.9846666666666667,240,Influenza A/H3,2013,49,2013-12-02,2013/14,154
0.26425324745414347,0.201045366420605,0.33192159852190417,0.08765293674117408,0.46348901261304026,0.9986666666666667,241,Influenza A/H3,2013,50,2013-12-09,2013/14,161
0.27570722564010564,0.21830669122013224,0.3296247200844121,0.1146647001962342,0.4403851913916573,0.9996666666666667,242,Influenza A/H3,2013,51,2013-12-16,2013/14,168
0.2668254222974402,0.2045354816508428,0.33015514166833526,0.0828970603901397,0.4563178117432402,0.9966666666666667,243,Influenza A/H3,2013,52,2013-12-23,2013/14,175
0.24039815715690271,0.18927269825769477,0.2940172348487248,0.08893548755361902,0.39394810782955175,0.9996666666666667,244,Influenza A/H3,2013,1,2013-12-30,2013/14,182
0.20651383322059336,0.15856125486555905,0.2509869993085704,0.07412863069029683,0.3398221532748207,0.9976666666666667,245,Influenza A/H3,2014,2,2014-01-06,2013/14,189
0.1933152877335682,0.1384628107796282,0.24813774579121217,0.03880019863623407,0.3535869018612546,0.9933333333333333,246,Influenza A/H3,2014,3,2014-01-13,2013/14,196
0.21340565365977815,0.17032337212463156,0.2580794413847598,0.09096156169773509,0.34836700965728506,1,247,Influenza A/H3,2014,4,2014-01-20,2013/14,203
0.2532663594162954,0.21523402569406036,0.290026363746521,0.14446898801918504,0.3582638635508292,1,248,Influenza A/H3,2014,5,2014-01-27,2013/14,210
0.25264313265969696,0.20758445038168616,0.29546193729887316,0.12039321608808472,0.38075658085867314,1,249,Influenza A/H3,2014,6,2014-02-03,2013/14,217
0.1987016348264632,0.16347491292375937,0.23475237671162041,0.09937168642948001,0.3065801695973336,1,250,Influenza A/H3,2014,7,2014-02-10,2013/14,224
0.10410081596607723,0.06772752084306899,0.13823496792201073,2.639631446495155e-4,0.199963989129957,0.9756666666666667,251,Influenza A/H3,2014,8,2014-02-17,2013/14,231
0.002624509135874753,-0.038946438633483904,0.04764578608503478,-0.12010962307807815,0.12863694875172166,0.5173333333333333,252,Influenza A/H3,2014,9,2014-02-24,2013/14,238
-0.0890534292632359,-0.122869523132634,-0.05200084472215738,-0.18384267300366577,0.009934684340313093,0.03966666666666667,253,Influenza A/H3,2014,10,2014-03-03,2013/14,245
-0.16752711281371546,-0.2030288433792955,-0.13260536897997843,-0.27558911065397257,-0.0671562951921013,0.002,254,Influenza A/H3,2014,11,2014-03-10,2013/14,252
-0.21972041284062582,-0.2630592937784475,-0.17441625574395703,-0.35551966217238706,-0.09089061324734961,0.0013333333333333333,255,Influenza A/H3,2014,12,2014-03-17,2013/14,259
-0.23495440552822444,-0.2730612527464573,-0.1986033656726427,-0.3471344457303713,-0.126645798578298,0,256,Influenza A/H3,2014,13,2014-03-24,2013/14,266
-0.22343719565580544,-0.2669946858497314,-0.17960972806629028,-0.35353593423432506,-0.09896984791064167,0,257,Influenza A/H3,2014,14,2014-03-31,2013/14,273
-0.21275528258356724,-0.2642366081711417,-0.1599188620202464,-0.3765476722024185,-0.058863133419279824,6.666666666666666e-4,258,Influenza A/H3,2014,15,2014-04-07,2013/14,280
-0.2085414732176991,-0.2502333060713444,-0.16422376971128783,-0.33772213473269697,-0.0779596160637933,6.666666666666666e-4,259,Influenza A/H3,2014,16,2014-04-14,2013/14,287
-0.20860647808248145,-0.258964324254479,-0.1588773722710327,-0.3569888189912993,-0.06765828724733713,0.002,260,Influenza A/H3,2014,17,2014-04-21,2013/14,294
-0.21617986555683077,-0.2755404325384494,-0.153176586864601,-0.40188491413427374,-0.04528160185509528,0.008,261,Influenza A/H3,2014,18,2014-04-28,2013/14,301
-0.22647117565147168,-0.2815177695904293,-0.17232173453790345,-0.3826966764661841,-0.06715191773502924,0.001,262,Influenza A/H3,2014,19,2014-05-05,2013/14,308
-0.2401772315713535,-0.30213762335614114,-0.17790744008464343,-0.41967676679505883,-0.06295114055384908,0.0036666666666666666,263,Influenza A/H3,2014,20,2014-05-12,2013/14,315
-0.24684190937379746,-0.32157895023831706,-0.17377929380352153,-0.46190574298233184,-0.0338030744727546,0.010666666666666666,264,Influenza A/H3,2014,21,2014-05-19,2013/14,322
-0.2459149778434797,-0.31173014016725686,-0.18477839300864485,-0.4454311314213107,-0.05703280549382631,0.005333333333333333,265,Influenza A/H3,2014,22,2014-05-26,2013/14,329
-0.23943610336934884,-0.30696336018994197,-0.1722071758936532,-0.4498491966518958,-0.042918113574363606,0.008,266,Influenza A/H3,2014,23,2014-06-02,2013/14,336
-0.21969210619261914,-0.29909127071470104,-0.13990234821678615,-0.456209162224994,0.009746105380970978,0.028666666666666667,267,Influenza A/H3,2014,24,2014-06-09,2013/14,343
-0.18194212105598673,-0.25321512869248936,-0.10713468343712734,-0.3942631179392004,0.029941807546303673,0.045,268,Influenza A/H3,2014,25,2014-06-16,2013/14,350
-0.13336959795311076,-0.20852232901102025,-0.05344379270811017,-0.3632296186009687,0.09606129854169027,0.12,269,Influenza A/H3,2014,26,2014-06-23,2013/14,357
-0.08058364348547542,-0.167609016655816,0.005927851324808775,-0.3414925476851701,0.17979686950289153,0.264,270,Influenza A/H3,2014,27,2014-06-30,2013/14,364
-0.03248262590062867,-0.11179182142804989,0.04228963137729591,-0.2653524999134128,0.19360490805390312,0.3943333333333333,271,Influenza A/H3,2014,28,2014-07-07,2014/15,0
0.009389127559179866,-0.06619039740550214,0.08707109350761166,-0.2264950287404075,0.23388902059369085,0.5346666666666666,272,Influenza A/H3,2014,29,2014-07-14,2014/15,7
0.039712434305392175,-0.04669556346406212,0.12604248284051356,-0.2160147106550674,0.298027577432584,0.617,273,Influenza A/H3,2014,30,2014-07-21,2014/15,14
0.056410886255284565,-0.025541819824963397,0.1344243523474773,-0.17738414118407897,0.2872278513192007,0.6803333333333333,274,Influenza A/H3,2014,31,2014-07-28,2014/15,21
0.056739705822673625,-0.026929476114640916,0.13920104581635512,-0.1840244590338983,0.29173575680469543,0.676,275,Influenza A/H3,2014,32,2014-08-04,2014/15,28
0.045623774067818035,-0.04873301641308925,0.1377922628879416,-0.20963281868364994,0.3114607539045491,0.6236666666666667,276,Influenza A/H3,2014,33,2014-08-11,2014/15,35
0.02438639141393406,-0.05432282026713853,0.10123969510641723,-0.2028508885853864,0.2666069695686469,0.5803333333333334,277,Influenza A/H3,2014,34,2014-08-18,2014/15,42
-0.0027457605679738206,-0.08091973286663168,0.07294436909466234,-0.23798736315838398,0.2197182016613959,0.49233333333333335,278,Influenza A/H3,2014,35,2014-08-25,2014/15,49
