y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,day_of_year,plot_label,peak_time,day_shifted
0.08077642841958799,-0.007867423650857241,0.16961328854321867,-0.171809229446354,0.32840850056357723,0.727,93,Influenza A/H3,2013,44,2013-11-03,2013/14,307,Pre-pandemic,370,-63
0.07399503710324717,-3.239484689705474e-4,0.15392365523706492,-0.14127612307239704,0.2996416499530014,0.749,94,Influenza A/H3,2013,45,2013-11-10,2013/14,314,Pre-pandemic,370,-56
0.07744170482113955,0.005051435816585403,0.14808975485993714,-0.13726674703166789,0.2923797671868656,0.7626666666666667,95,Influenza A/H3,2013,46,2013-11-17,2013/14,321,Pre-pandemic,370,-49
0.09288948900127858,0.014350036632328034,0.17399863286712153,-0.14850691719976652,0.3397383454796461,0.7846666666666666,96,Influenza A/H3,2013,47,2013-11-24,2013/14,328,Pre-pandemic,370,-42
0.1277893883267267,0.050628661216622683,0.19905236714663488,-0.09287152382063679,0.3495241429640918,0.875,97,Influenza A/H3,2013,48,2013-12-01,2013/14,335,Pre-pandemic,370,-35
0.16962730046780372,0.10059077604040201,0.24308842967154587,-0.03737895732443567,0.387246423321104,0.9473333333333334,98,Influenza A/H3,2013,49,2013-12-08,2013/14,342,Pre-pandemic,370,-28
0.21510450333752318,0.13649826772601992,0.28864302264836295,-0.003648362566968063,0.441288488292127,0.9723333333333334,99,Influenza A/H3,2013,50,2013-12-15,2013/14,349,Pre-pandemic,370,-21
0.24471401110697943,0.1792343771677637,0.31023283234379406,0.05914821711048838,0.43844073915863485,0.9943333333333333,100,Influenza A/H3,2013,51,2013-12-22,2013/14,356,Pre-pandemic,370,-14
0.26689191959425873,0.20491467930888319,0.32918974479906626,0.08510053458301488,0.4492184761823991,0.998,101,Influenza A/H3,2013,52,2013-12-29,2013/14,363,Pre-pandemic,370,-7
0.27773221280825067,0.2078419707483231,0.3443490025494812,0.06655851921194142,0.48883578159957974,0.9956666666666667,102,Influenza A/H3,2013,1,2014-01-05,2013/14,370,Pre-pandemic,370,0
0.2703182111277893,0.21249743342183403,0.3289263513614006,0.093884271399273,0.4559018226946745,0.999,103,Influenza A/H3,2014,2,2014-01-12,2013/14,377,Pre-pandemic,370,7
0.252870435015476,0.20125873323103782,0.3079076699701846,0.09858703213064336,0.42319086682796064,1,104,Influenza A/H3,2014,3,2014-01-19,2013/14,384,Pre-pandemic,370,14
0.23261297127422553,0.17262170011403488,0.2932250991403331,0.05940223124039928,0.4226776870217174,0.995,105,Influenza A/H3,2014,4,2014-01-26,2013/14,391,Pre-pandemic,370,21
0.21301182743870983,0.16237215014795514,0.261002637835549,0.07130794726744276,0.3675878337583582,0.9973333333333333,106,Influenza A/H3,2014,5,2014-02-02,2013/14,398,Pre-pandemic,370,28
0.18808168742684517,0.1449758428878738,0.2319147988078576,0.06006771952018406,0.31902332411950446,0.998,107,Influenza A/H3,2014,6,2014-02-09,2013/14,405,Pre-pandemic,370,35
0.15267801807869086,0.09923749951503846,0.2016505273952398,0.002579558409012841,0.3079499843618355,0.976,108,Influenza A/H3,2014,7,2014-02-16,2013/14,412,Pre-pandemic,370,42
0.10304364855276926,0.05949900073807446,0.14720730874953802,-0.027243952299209506,0.23299952987091607,0.943,109,Influenza A/H3,2014,8,2014-02-23,2013/14,419,Pre-pandemic,370,49
0.04449307158680371,0.002747318302852353,0.08748771963061053,-0.08420374437193093,0.16599470596414226,0.7606666666666667,110,Influenza A/H3,2014,9,2014-03-02,2013/14,426,Pre-pandemic,370,56
-0.017484577168265236,-0.06542023541024666,0.030346927093787723,-0.16855298973105798,0.12752746482339145,0.4003333333333333,111,Influenza A/H3,2014,10,2014-03-09,2013/14,433,Pre-pandemic,370,63
-0.08214265375696117,-0.12356030744600144,-0.03973192426322636,-0.205007946762577,0.03763449054967791,0.08733333333333333,112,Influenza A/H3,2014,11,2014-03-16,2013/14,440,Pre-pandemic,370,70
-0.14446114358396134,-0.18708393250008637,-0.09918845477077753,-0.2722246504157002,-0.018259730089798056,0.010333333333333333,113,Influenza A/H3,2014,12,2014-03-23,2013/14,447,Pre-pandemic,370,77
-0.1966503936540751,-0.24799749455249764,-0.13966048282942434,-0.34939339221517357,-0.04178323237410527,0.004333333333333333,114,Influenza A/H3,2014,13,2014-03-30,2013/14,454,Pre-pandemic,370,84
-0.23200914620365154,-0.2804740697963819,-0.1835065759860881,-0.3707080090941981,-0.0978605118909218,3.333333333333333e-4,115,Influenza A/H3,2014,14,2014-04-06,2013/14,461,Pre-pandemic,370,91
-0.2586001594202796,-0.3124378211772192,-0.2048040706882719,-0.4253344609514252,-0.09852433627862807,0,116,Influenza A/H3,2014,15,2014-04-13,2013/14,468,Pre-pandemic,370,98
-0.2843901127653081,-0.3522514758482913,-0.21766906475944814,-0.48057964439623346,-0.08818960842050169,0.002,117,Influenza A/H3,2014,16,2014-04-20,2013/14,475,Pre-pandemic,370,105
-0.31130894786663266,-0.37321766896366515,-0.25032652143452194,-0.48099457684572167,-0.13822990174441552,3.333333333333333e-4,118,Influenza A/H3,2014,17,2014-04-27,2013/14,482,Pre-pandemic,370,112
-0.33265834806745964,-0.3979771312976307,-0.2706394275436109,-0.5127877491566024,-0.15218280312259988,0,119,Influenza A/H3,2014,18,2014-05-04,2013/14,489,Pre-pandemic,370,119
-0.33889177625896805,-0.41108569654637384,-0.27039710284221585,-0.5505701458662132,-0.13422936069224262,3.333333333333333e-4,120,Influenza A/H3,2014,19,2014-05-11,2013/14,496,Pre-pandemic,370,126
-0.3253955746382964,-0.3876470810313485,-0.2596666546074441,-0.5118409973587751,-0.14210177717343891,0.001,121,Influenza A/H3,2014,20,2014-05-18,2013/14,503,Pre-pandemic,370,133
-0.28682575644517305,-0.3580754734975198,-0.21595202608895625,-0.4833084062319482,-0.08791522416061745,0.0033333333333333335,122,Influenza A/H3,2014,22,2014-06-01,2013/14,517,Pre-pandemic,370,147
-0.2255879052903187,-0.3090008201181186,-0.14115428119898266,-0.45976689769981105,0.017955775593597522,0.03233333333333333,123,Influenza A/H3,2014,39,2014-09-28,2014/15,271,Pre-pandemic,313,-42
-0.1391538801165353,-0.21511447987223098,-0.061952156733595665,-0.35042974815207234,0.0854748275424766,0.10466666666666667,124,Influenza A/H3,2014,40,2014-10-05,2014/15,278,Pre-pandemic,313,-35
-0.036568177444485817,-0.10846172775931417,0.03945009423552248,-0.2516040263044526,0.18347069021827367,0.371,125,Influenza A/H3,2014,41,2014-10-12,2014/15,285,Pre-pandemic,313,-28
0.04745297457354902,-0.03513391307013092,0.1327188353935187,-0.1954916521954168,0.278454770291797,0.6476666666666666,126,Influenza A/H3,2014,42,2014-10-19,2014/15,292,Pre-pandemic,313,-21
0.10243595822352258,0.025593762152875454,0.17510389467760945,-0.12020893429121797,0.31219119262033257,0.823,127,Influenza A/H3,2014,43,2014-10-26,2014/15,299,Pre-pandemic,313,-14
0.12984205593190956,0.054546329870500676,0.20110860392217333,-0.08773903441996533,0.35055751171525623,0.8786666666666667,128,Influenza A/H3,2014,44,2014-11-02,2014/15,306,Pre-pandemic,313,-7
0.13671592078806194,0.05146415506086177,0.22076328824008384,-0.11049330342817648,0.39143027750796444,0.864,129,Influenza A/H3,2014,45,2014-11-09,2014/15,313,Pre-pandemic,313,0
0.12312890967614543,0.04798343081247136,0.20028745910331436,-0.10747531633200608,0.35672736212607703,0.86,130,Influenza A/H3,2014,46,2014-11-16,2014/15,320,Pre-pandemic,313,7
0.09487431739966357,0.012964468439061183,0.17261924351672342,-0.13599729052643195,0.315359718079835,0.7823333333333333,131,Influenza A/H3,2014,47,2014-11-23,2014/15,327,Pre-pandemic,313,14
0.05564096071188973,-0.0301626320185141,0.13967701744950245,-0.1926645445128796,0.3004453807878572,0.672,132,Influenza A/H3,2014,48,2014-11-30,2014/15,334,Pre-pandemic,313,21
0.017003079707799795,-0.06057354832317108,0.09036826669807407,-0.20120457453528218,0.23546235975143726,0.5593333333333333,133,Influenza A/H3,2014,49,2014-12-07,2014/15,341,Pre-pandemic,313,28
-0.02024934439173287,-0.09855602642021555,0.05380325373543393,-0.24042504848855092,0.19289727289050784,0.431,134,Influenza A/H3,2014,50,2014-12-14,2014/15,348,Pre-pandemic,313,35
-0.0369685652837346,-0.12381702605398737,0.046725322028869254,-0.28616835088663584,0.19824698102959343,0.38366666666666666,135,Influenza A/H3,2015,23,2015-06-07,2014/15,523,Pre-pandemic,313,210
-0.03228984695630688,-0.10714315903478866,0.05013339406293382,-0.2535939353082897,0.1994610770635853,0.39366666666666666,136,Influenza A/H3,2015,40,2015-10-04,2015/16,277,Pre-pandemic,354,-77
-0.0022896586662688456,-0.08191052677298949,0.07747396658783146,-0.22432831728626082,0.22175429196443094,0.49433333333333335,137,Influenza A/H3,2015,41,2015-10-11,2015/16,284,Pre-pandemic,354,-70
0.019541185490423718,-0.06430112526292431,0.10180551779531422,-0.22189573504081386,0.2630637331784806,0.561,138,Influenza A/H3,2015,42,2015-10-18,2015/16,291,Pre-pandemic,354,-63
0.02731600044527971,-0.04278092070425332,0.10003594103293156,-0.1825462629646457,0.24519773694509767,0.598,139,Influenza A/H3,2015,43,2015-10-25,2015/16,298,Pre-pandemic,354,-56
0.029875777419494765,-0.04139174653783251,0.10058625388779618,-0.18308655372372024,0.2372379029598498,0.6063333333333333,140,Influenza A/H3,2015,44,2015-11-01,2015/16,305,Pre-pandemic,354,-49
0.04505692062424416,-0.03663152616651877,0.12528293167709093,-0.1842042317336393,0.27570728215154516,0.6463333333333333,141,Influenza A/H3,2015,45,2015-11-08,2015/16,312,Pre-pandemic,354,-42
0.08083498408650125,0.006916687379272313,0.14723274409635434,-0.12132748111343632,0.2839361341373417,0.7726666666666666,142,Influenza A/H3,2015,46,2015-11-15,2015/16,319,Pre-pandemic,354,-35
0.13028325315242673,0.06374831089380939,0.19701508135355772,-0.06206557889698197,0.3261552712370239,0.9036666666666666,143,Influenza A/H3,2015,47,2015-11-22,2015/16,326,Pre-pandemic,354,-28
0.18819924315559633,0.11694806532301427,0.26647779584960885,-0.02304409857597329,0.4152618297392272,0.9583333333333334,144,Influenza A/H3,2015,48,2015-11-29,2015/16,333,Pre-pandemic,354,-21
